No,Item No.,Item Description,Foreign Name,In Stock,Qty Ordered by Customers,Item Cost,Last Purchase Price,Last Purchase Date,Country of Origin,Inventory Value,Inventory Item,Item Group,Set G/L Accounts By
184,BRE011,CHILLED BEEF WAGYU CUBEROLL MB4/5 (AUST),,0,0,0,76,15.11.2021,,0,Yes,BEEF,Item Group
185,BRE011-01,3** BEEF- BEEF USDA BLACK ANGUS RIBEYE IBP-CHOICE 300GM/PKT,3** ??????????? 300gm/pkt,0,0,0,13.5,30.04.2022,,0,Yes,BEEF,Item Group
186,BRE012,BEEF- BEEF RIBEYE ROAST BLACK ANGUS 1KG/PKT,,0,0,0,78,18.12.2021,,0,Yes,BEEF,Item Group
187,BRE012-02,8**BEEF- BONE-IN BEEF USDA BLACK ANGUS RIBEYE 1-1.20KG/PKT,8**??????????? 1-1.2KG,0,0,0,35.4,27.12.2020,,0,Yes,BEEF,Item Group
188,BRE013,BEEF- BEEF USA RIBEYE BONELESS LIP ON CAP,????? ??,0,0,0,34,17.09.2021,,0,Yes,BEEF,Item Group
189,BRE013-02,BEEF- BEEF RIBEYE L/ON BLACK ANGUS 1855 USA,CHILLED,0,0,0,40,19.10.2020,,0,Yes,BEEF,Item Group
190,BRE013-03,BEEF- BEEF RIBEYE USDA 30DAYS DRYAGED 330-350GM/PCS,,0,0,0,20,15.03.2021,,0,Yes,BEEF,Item Group
191,BRE014,7** WAGYU RIBEYE MB6/7 ''SANCHOKU''**PKT (AUST),7** MB6/7 ??????? ?? 250GM/PKT (1PCS),0,0,0,21.9,28.02.2022,,0,Yes,BEEF,Item Group
192,BRE014-02,2** F1 WAGYU RIBEYE MB4 ''SANCHOKU''**PKT (AUST),2** ??????? ?? 250GM/PKT (1PCS),0,0,0,25,28.02.2022,,0,Yes,BEEF,Item Group
193,BRE015,BEEF RIBEYE 3KG UP  (PS-AGED NZ SLIVERFIRM),,0,0,0,19.5,16.08.2019,,0,Yes,BEEF,Item Group
194,BRE016,"CHILLED BEEF RIBEYE ""A"" MIDFEILD-AUST 3.0-4.5KG",,0,0,0,23.5,15.12.2020,,0,Yes,BEEF,Item Group
195,BRE017,BEEF CUBE ROLL CHILLED B/L OAKEY,,0,0,0,22,12.06.2019,,0,Yes,BEEF,Item Group
196,BRE018,BEEF- BEEF RIBEYE BULL RIVERLAND NZL-HALAL,,0,0,0,11.8,18.08.2021,,0,Yes,BEEF,Item Group
197,BRE019,BEEF- BEEF RIBEYE A5 HKW,,0,0,0,128,31.08.2021,,0,Yes,BEEF,Item Group
198,BRF001,BEEF RIB FINGER (BEAUVALLET),,113.26,102.19,0,9.83,01.06.2023,,0,Yes,BEEF,Item Group
199,BRF002,BEEF RIB FINGER (BRAZIL-MINERVA/MONDELI/QUALITY BEEF),,324.49,85.26,0,7.8,16.06.2023,,0,Yes,BEEF,Item Group
200,BRI001,BEEF- BEEF RIB FINGER 500GM/PKT,,0,0,0,7.49,10.10.2019,,0,Yes,BEEF,Item Group
201,BRU001,BEEF- BEEF RUMP AUST-AMH,,0,0,0,10,20.04.2022,,0,Yes,BEEF,Item Group
202,BRU002,BEEF- BEEF RUMP CUBE 2CM X 2CM 4x5kg/pkt (AUST),,0,0,0,8.1,27.09.2019,,0,Yes,BEEF,Item Group
203,BRU003,BEEF F1 WAGYU RIBEYE MB6-7 ''SANCHOKU'',,0,0,0,61.9,06.06.2020,,0,Yes,BEEF,Item Group
204,BRU004,BEEF F1 WAGYU D RUMP MB5 ''SANCHOKU'',,0,0,0,22,14.04.2020,,0,Yes,BEEF,Item Group
205,BRU004-01,BEEF- BEEF RUMP CHILLED MB5,,0,0,0,22.5,04.07.2020,,0,Yes,BEEF,Item Group
206,BRU004-02,BEEF- BEEF RUMP CUT  (BUTCHER'S GUIDE),,0,0,0,12.1,27.09.2019,,0,Yes,BEEF,Item Group
207,BRU004-03,BEEF- BEEF RUMP CHILLED (HARVEY),,0,0,0,12.5,09.01.2020,,0,Yes,BEEF,Item Group
208,BRU004-05,BEEF WAGYU D RUMP MB4/5,,0,0,0,0,,,0,Yes,BEEF,Item Group
209,BRU005,BEEF- BEEF OYSTERBLADE  CHILLED AUST,,0,0,0,11.2,12.02.2020,,0,Yes,BEEF,Item Group
210,BRU005-02,BEEF- BEEF OYSTERBLADE CHILLED AUST (UNION STATION),,0,0,0,0,,,0,Yes,BEEF,Item Group
211,BSF001,BEEF- BEEF STIR FRY  (SADIA) 200GM X 20PKT,,0,0,0,2.34,14.11.2022,,0,Yes,BEEF,Item Group
212,BSF002,BEEF- BEEF STIR FRY (BUTHER'S RIDGE) 20X200gm,,40,110,0,3,07.06.2023,,0,Yes,BEEF,Item Group
213,BSH001,BEEF SHANK (GJ-SA) 3KG+/PCS,???? GJ,0,0,0,6.8,13.07.2021,,0,Yes,BEEF,Item Group
214,BSH002,BEEF SHANK 2-3KG IWP (PLENA-BRAZIL),???? PLENA,0,0,0,6.5,07.10.2021,,0,Yes,BEEF,Item Group
215,BSH003,BEEF SHANK (MONDELLI-SA),?? MONDELLI,0,0,0,6.7,15.04.2022,,0,Yes,BEEF,Item Group
216,BSH004,BEEF SHIN/SHANK (MONDELI-BRAZIL),?? MONDELI,0,0,0,5.5,30.05.2023,,0,Yes,BEEF,Item Group
217,BSH004-01,BEEF SHIN CUBE 3.5CM X 3.5CM,????? 3.5CM X 3.5CM,0,5.4,0,6,15.06.2023,,0,Yes,BEEF,Item Group
218,BSH004-02,BEEF SHIN CUBE  3CM X 3CM X 3CM,????? 3CM X3 CM X 3CM,0,20.7,0,7.2,15.04.2023,,0,Yes,BEEF,Item Group
219,BSH004-03,BEEF SHIN CUBE 1.3' X 1.3',????? 1.3' X 1.3',0,0,0,7,13.08.2021,,0,Yes,BEEF,Item Group
220,BSH004-04,BEEF SHIN CUBE 4CM X 4CM X 4CM,????? 4CM X 4CM X 4CM,0,49.56,0,5.8,15.06.2023,,0,Yes,BEEF,Item Group
221,BSH005,BEEF SHIN (FRIBOI-SA),??? FRIBOI,"1,359.60","1,102.06",0,5.5,16.06.2023,,0,Yes,BEEF,Item Group
222,BSH006,BEEF SHANK (MARFRIPAR/QUALITY BEEF),???? MAFRIPAR/QUALITY BEEF,0,0,0,5.79,27.12.2020,,0,Yes,BEEF,Item Group
223,BSH007,BEEF SHIN (MARFRIPAR/QUALITY BEEF),???? MAFRIPAR/QUALITY BEEF,0,0,0,5.86,13.03.2020,,0,Yes,BEEF,Item Group
224,BSH008,BEEF SHIN FRIBOI-SA 3-4KG+-,???? FRIBOI,0,0,0,5.85,21.11.2018,,0,Yes,BEEF,Item Group
225,BSH009,BEEF SHANK CHILLED AUST,,0,0,0,20.85,02.01.2020,,0,Yes,BEEF,Item Group
226,BSL001,BEEF STRIPLOIN FROZEN (AMH-AUST),??? AMH,0,0,0,7.5,30.05.2022,,0,Yes,BEEF,Item Group
227,BSL001-01,BEEF STRIPLOIN ANGUS GRAIN FED 150DAYS,,0,0,0,35,03.02.2022,,0,Yes,BEEF,Item Group
228,BSL001-02,BEEF STRIPLOIN (FRIBOI-SA),??? FRIBOI,77.53,0,0,9.6,03.06.2023,,0,Yes,BEEF,Item Group
229,BSL001-03,BEEF STRIPLOIN (BEAUVALLET-BRAZIL),???,0,0,0,10.1,15.06.2023,,0,Yes,BEEF,Item Group
230,BSL001-04,BEEF STRIPLOIN AUST (HARVEY/HILLTOP-AUST),???,0,0,0,12.5,07.08.2021,,0,Yes,BEEF,Item Group
231,BSL001-05,CHILLED BEEF STRIPLOIN (PS NZ SILVERFERN / AUST MIDFIELD)),,0,0,0,19.5,15.04.2023,,0,Yes,BEEF,Item Group
232,BSL001-06,JAPANESE BEEF A5 WAGYU MASTER STRIPLOIN (FM),,0,0,0,135,15.03.2021,,0,Yes,BEEF,Item Group
233,BSL001-07,BEEF STRIPLOIN A5 (FM),,0,0,0,132,03.09.2022,,0,Yes,BEEF,Item Group
234,BSL001-08,BEEF STRIPLOIN CHILLED SAGA (JAPAN),,0,0,0,152,05.03.2020,,0,Yes,BEEF,Item Group
235,BSL001-09,BEEF STRIPLOIN FROZEN CAD-IBP (CHOICE OR HIGHER),,0,0,0,24,16.06.2021,,0,Yes,BEEF,Item Group
236,BSL001-10,BEEF STRIPLOIN PS GRADE RIVERLAND,,0,0,0,16.4,18.08.2021,,0,Yes,BEEF,Item Group
237,BSL001-11,BEEF F1 WAGYU STRIPLOIN MB4-5 ''SANCHOKU''**PKT,250GM/PKT (1PCS),0,0,0,16.4,06.05.2020,,0,Yes,BEEF,Item Group
238,BSL001-12,5** BEEF STRIPLOIN CHILLED 'YP' UNION STATION **PKT,5** ?????? 250GM/PKT (1PCS),0,0,0,6,18.02.2022,,0,Yes,BEEF,Item Group
239,BSL001-13,1** A5 JAPANESE WAGYU STEAK 300GM/PKT,1**A5 ????? 300GM/PCS,0,0,0,36.5,31.03.2022,,0,Yes,BEEF,Item Group
240,BSL001-14,BEEF STRIPLOIN STEAK **AUST - HILLTOP** 200GM/PCS,?? ?? 200gm/pcs,0,0,0,3.1,28.02.2022,,0,Yes,BEEF,Item Group
241,BSL001-15,BEEF STRIPLOIN STEAK **AUST - HARVEY** 250GM/PCS,?? ?? 250gm/pcs,0,0,0,4,19.08.2021,,0,Yes,BEEF,Item Group
242,BSL001-16,JAPANESE BEEF A4 WAGYU MASTER STRIPLOIN(FM),,0,0,0,120.58,06.06.2023,,0,Yes,BEEF,Item Group
243,BSN001,BEEF SPLEEN,,0,0,0,3.4,03.08.2021,,0,Yes,BEEF,Item Group
244,BSP001,BEEF SHORT PLATE BONELESS CUT 2,??? ? 2,0,5.5,0,8.5,15.06.2023,,0,Yes,BEEF,Item Group
245,BSP002,BEEF SHORT PLATE BONELESS CROSS CUT,??? ???,2.2,45.7,0,8.5,15.06.2023,,0,Yes,BEEF,Item Group
246,BSP003,BEEF SHORT PLATE BONELESS (USA-AHL),???,53.84,0,0,8.3,16.06.2023,,0,Yes,BEEF,Item Group
247,BSP004,BEEF SHORT PLATE BONELESS 2MM 1KG/PKT,??? 2MM,64,48,0,10.5,15.06.2023,,0,Yes,BEEF,Item Group
248,BSP004-02,BEEF SHORT PLATE BONELESS 1.2CM 1KG/PKT,??? 1.2CM,0,8.5,0,10.5,15.06.2023,,0,Yes,BEEF,Item Group
249,BSP005,BEEF SHORT PLATE BONELESS (SWIFT),??? SWIFT,0.74,"1,000.00",0,8.2,21.02.2023,,0,Yes,BEEF,Item Group
250,BSP006,BEEF SHORT PLATE BONELESS (ROYAL IRIS-IELAND),???,83.9,0,0,9,19.06.2023,,0,Yes,BEEF,Item Group
251,BSP007,BEEF SHORTPLATE USA NATIONAL BEEF,,59.84,0,0,8,13.06.2023,,0,Yes,BEEF,Item Group
252,BSR001,BEEF SHORTRIB BONE IN 500GM/PKT,??? 500GM/PKT,43,1,0,12,27.09.2022,,0,Yes,BEEF,Item Group
253,BSR001-02,BEEF SHORTRIB BONE IN 0.7CM (7mm) 1KG/PKT,??? 0.7CM (7MM) 1KG/PKT,0,0,0,7.1,11.06.2023,,0,Yes,BEEF,Item Group
254,BSR002,BEEF SHORTRIB BONELESS SELECT-SWIFT,,0,0,0,36,28.04.2023,,0,Yes,BEEF,Item Group
255,BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,,60.11,0,0,37.5,23.05.2023,,0,Yes,BEEF,Item Group
256,BSR003,BEEF SHORTRIB BONELESS AHL-HALAL,????,0,0,0,35,20.01.2023,,0,Yes,BEEF,Item Group
257,BSR003-01,BEEF SHORTRIB BONELESS 3-4MM 300GM/PKT,?????3-4??,0,0,0,13,25.01.2022,,0,Yes,BEEF,Item Group
258,BSR003-02,BEEF SHORTRIB BONELESS AHL-USA,????,0,0,0,38,13.06.2023,,0,Yes,BEEF,Item Group
259,BSR004,BEEF SHORTRIB BONE IN IBP-USA,,26.65,100,0,23.3,26.09.2022,,0,Yes,BEEF,Item Group
260,BSR004-02,BEEF SHORTRIB BONE IN (WATERGRASSHILL-IRELAND),,0,0,0,15,07.03.2022,,0,Yes,BEEF,Item Group
261,BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),,0,5.4,0,7.8,15.06.2023,,0,Yes,BEEF,Item Group
262,BSR005,BEEF SHORTRIB BONE IN  - 6RIB AUST,,0,0,0,12.8,07.07.2022,,0,Yes,BEEF,Item Group
263,BSR006,BEEF SHORTRIB 5 RIBS PRIME STEER NZ GREENLEA,???? 2PC/PKT,0,0,0,11,07.05.2021,,0,Yes,BEEF,Item Group
264,BSR007,BEEF SHORTRIB BONE IN (USA SWIFT - CHIOCE),,0,0,0,20.8,06.05.2023,,0,Yes,BEEF,Item Group
265,BSR007-01,BEEF CHUCK SHORT RIB BONELESS-USA IBP,????? IBP,0,0,0,22,05.03.2020,,0,Yes,BEEF,Item Group
266,BSU001,BEEF SUKIYAKI 500gmX20pkt,SINGOURMET,0,0,0,5.8,18.09.2015,,0,Yes,BEEF,Item Group
267,BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,SADIA,0,0,0,5.6,30.04.2023,,0,Yes,BEEF,Item Group
268,BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,,145,20,0,7,11.04.2023,,0,Yes,BEEF,Item Group
269,BSU002,BEEF SHABU SHABU 500gmX20pkt,??? ??,0,0,0,4.5,02.10.2015,,0,Yes,BEEF,Item Group
270,BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,??? ??,0,0,0,6.4,20.11.2022,,0,Yes,BEEF,Item Group
271,BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,,156,20,0,7,06.06.2023,,0,Yes,BEEF,Item Group
272,BSU004,BEEF STRIPLOIN SHABU SHABU 2MM (UF) 250gmX20pkt,??? ?? (UF),0,0,0,2.8,09.02.2021,,0,Yes,BEEF,Item Group
273,BSU005,BEEF SHABU SHABU 1.8MM (USDA BLACK ANGUS RIBEYE ) 400GM/PKT,??? ??  1.8MM (?????????),0,0,0,15,27.04.2020,,0,Yes,BEEF,Item Group
274,BSW001,WAGYU BEEF STRIPLOIN (AUST),?? ???,0,0,0,55,01.02.2016,,0,Yes,BEEF,Item Group
275,BTA001,BEEF TAIL 500gmX20pkt,?? 500gm,0,0,0,4.5,29.10.2022,,0,Yes,BEEF,Item Group
276,BTA002,BEEF TAIL (TFP) 500gmX20pkt,,0,0,0,5.9,15.09.2016,,0,Yes,BEEF,Item Group
277,BTA003,BEEF TAIL CUT,???,0,0,0,7,15.06.2023,,0,Yes,BEEF,Item Group
278,BTA004,BEEF TAIL BONE IN (FRIGON-HALAL),??,73.34,0,0,7,25.03.2023,,0,Yes,BEEF,Item Group
279,BTA005,CHILLED ANGUS BEEF TAIL,??,0,0,0,20,03.12.2019,,0,Yes,BEEF,Item Group
280,BTB001,1** BEEF-JAPANESE WAGYU BEEF RIBEYE STEAK 300GM/PKT,1** ????????? 300GM/PKT (1PCS),0,0,0,38,21.05.2020,,0,Yes,BEEF,Item Group
281,BTH001,BEEF- JAPANESE WAGYU BEEF PORTION,500GM/PKT (1PCS),0,0,0,140,10.05.2020,,0,Yes,BEEF,Item Group
282,BTL001,A5 WAGYU BEEF TENDERLOIN,A5 ?????,0,0,0,173,24.10.2020,,0,Yes,BEEF,Item Group
283,BTL001-01,CHOICE BEEF TENDERLOIN USA IBP,,0,0,0,33.5,26.10.2020,,0,Yes,BEEF,Item Group
284,BTL001-02,CHILLED NZ SM/F TENDERLOIN 1.8-2.5KG,,0,0,0,28.5,17.09.2020,,0,Yes,BEEF,Item Group
285,BTL002,BEEF TENDERLOIN (QUALITY BEEF-BRAZIL),???,236.53,4.8,0,14,16.06.2023,,0,Yes,BEEF,Item Group
286,BTL003,CHILLED BEEF TENDERLOIN CUT 2INCH,????? 2?,0,0,0,30.8,22.06.2020,,0,Yes,BEEF,Item Group
287,BTO001,BEEF TONGUE,???,21,0,0,2,17.11.2022,,0,Yes,BEEF,Item Group
288,BTO002,BEEF TONGUE SWISS CUT IWP HARVEY,???,0,0,0,15.5,23.05.2023,,0,Yes,BEEF,Item Group
289,BTR001,BEEF TRIPE (NZ-SILVERFERN) 22kg/ctn,?? NZ-SF,368.39,48.4,0,3.3,13.06.2023,,0,Yes,BEEF,Item Group
290,BTR001-01,BEEF TRIPE (MINERVA BRAZIL),??,98.37,0,0,2.73,10.05.2023,,0,Yes,BEEF,Item Group
291,BTR002,BEEF TRIPE (AUST-SIWFT) 22.50KG/ctn,?? SWIFT,0,0,0,2.9,24.05.2023,,0,Yes,BEEF,Item Group
292,BTR003,BEEF TRIPE HONEYCOMB HARVEY 27.20KG/CTNS,?? ?? 27.20KG/CTNS,0,0,0,8.5,01.07.2022,,0,Yes,BEEF,Item Group
293,BTR003-02,BEEF TRIPE HONEYCOMB (MINERVA),?? ??,155.77,0,0,7.2,23.05.2023,,0,Yes,BEEF,Item Group
294,BTR003-03,BEEF TRIPE HONEYCOMB BEAUVALLET-BRAZIL,?? ??,0,0,0,8.3,13.04.2023,,0,Yes,BEEF,Item Group
295,BTS001,BEEF TOPSIDE (SA),,0,0,0,7.4,13.06.2023,,0,Yes,BEEF,Item Group
296,BTS002,BEEF SLIVERSIDE (MONDELI-BRAZIL),,0,0,0,4,19.05.2022,,0,Yes,BEEF,Item Group
297,BUNDLE-01,SET A $88 - ABALONE 8's 2cans     +     BAK KUA 500GM X 2pkt,?? 8s 2?     +     ???? 500gm x 2?,0,0,0,68,27.03.2023,,0,Yes,OTHERS,Item Group
298,BUNDLE-02,SET B $48 - ABALONE 8's 1cans     +     BAK KUA 500GM X 1pkt,?? 8s 1?     +     ???? 500gm x 1?,0,0,0,0,,,0,Yes,OTHERS,Item Group
299,BUNDLE-03,SET B $48 - ABALONE 10's 1cans     +     BAK KUA 500GM X 1pkt,?? 10s 1?     +     ???? 500gm x 1?,0,0,0,0,,,0,Yes,OTHERS,Item Group
300,BVC001,VEAL AUS OSSO BUCCO 4PCS/PKT,,0,0,0,26.5,21.01.2020,,0,Yes,MUTTON,Item Group
301,BVC002,VEAL CARCASS BONE IN CUT CUBE,?? ??,0,0,0,4.2,06.01.2017,,0,Yes,MUTTON,Item Group
302,CBCU01,CHICKEN BREAST S/LESS CUBE 2kgX5pkt,???? 2kg,0,0,0,4,22.12.2016,,0,Yes,CHICKEN,Item Group
303,CBG001,CHICKEN- CHICKEN BULGOGI 300gm,16pkt/ctn,0,0,0,4.9,26.09.2017,,0,Yes,BEEF,Item Group
304,CBG002,CHICKEN- CHICKEN BULGOGI SPICY 300gm,16pkt/ctn,0,0,0,4.9,22.06.2018,,0,Yes,BEEF,Item Group
305,CBG003,CHICKEN- CHICKEN BULGOGI KOREAN FIRE 300gm,20pkt/ctn,0,0,0,3.43,05.05.2017,,0,Yes,BEEF,Item Group
306,CBLL01,CHICKEN BONELESS LEG 200gmUP (TYSON) 2kgX6pkt,??? 200gm TYSON,0,0,0,3.05,31.03.2023,,0,Yes,CHICKEN,Item Group
307,CBLL01-01,CHICKEN BONELESS LEG 200gmUP (SEARA ) 2kgx6pkt,??? 200gm SEARA,"1,138.00",394,0,3.1,19.06.2023,,0,Yes,CHICKEN,Item Group
308,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (LAR/DEL CAMPO-BRAZIL) 2kgX6pkt,??? 200gm LAR/DEL CAMPO,"4,971.00","3,092.00",0,2.75,15.06.2023,,0,Yes,CHICKEN,Item Group
309,CBLL01-03,CHICKEN BONELESS LEG 200gmUP (AVIVAR/SADIA/ALLIZ-BRAZIL) 2kgX6pkt,??? 200gm AVIVAR/SADIA/ALLIZ,0,0,0,3.3,19.05.2023,,0,Yes,CHICKEN,Item Group
310,CBLL01-04,CHICKEN BONELESS LEG 200gmUP (SADIA) 2kgX6pkt,??? 200gm SADIA,36,600,0,3.1,10.06.2023,,0,Yes,CHICKEN,Item Group
311,CBLL01-05,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,??? 200gm AVIVAR,"26,026.00",622,0,2.65,16.06.2023,,0,Yes,CHICKEN,Item Group
312,CBLL01-06,CHICKEN BONELESS LEG 200gmUP (MANA-BRAZIL) 2kgX6pkt,??? 200gm MANA,0,0,0,2.7,11.06.2020,,0,Yes,CHICKEN,Item Group
313,CBLL01-07,CHICKEN BONELESS LEG 200gmUP (BELLO-BRAZIL) 2kgX6pkt,??? 200gm BELLO,0,0,0,3.2,22.11.2021,,0,Yes,CHICKEN,Item Group
314,CBLL01-08,CHICKEN BONELESS LEG 200gmUP (PIFPAF) 2kgX6pkt,??? 200gm PIFPAF,0,0,0,2.56,05.10.2021,,0,Yes,CHICKEN,Item Group
315,CBLL01-09,CHICKEN BONELESS LEG UNSIZES (PERDIGAO) 16kgX1pkt,??? UNSIZES 1KG,"1,337.00",16,0,3.45,06.05.2023,,0,Yes,CHICKEN,Item Group
316,CBLL02,CHICKEN BONELESS LEG 200-220gm (SEARA) 2kgX6pkt,??? 200-220gm SEARA,0,0,0,3.4,31.01.2022,,0,Yes,CHICKEN,Item Group
317,CBLL02-01,CHICKEN BONELESS LEG 200-220gm (AURORA) 2kgX6pkt,??? 200-220gm AURORA,0,0,0,3.5,09.03.2022,,0,Yes,CHICKEN,Item Group
318,CBLL02-02,CHICKEN BONELESS LEG 220-240gm (AURORA) 2kgX6pkt,??? 220-240gm AURORA,0,0,0,4.65,26.05.2022,,0,Yes,CHICKEN,Item Group
319,CBLL02-03,CHICKEN BONELESS LEG 220-2400gm (NAT) 2kgX6pkt,??? 220-240gm NAT,0,0,0,3.3,12.03.2022,,0,Yes,CHICKEN,Item Group
320,CBLL02-03-01,CHICKEN BONELESS LEG 200-240gm (PERDIGAO) 16X1pkt,??? 200-240GM,0,0,0,4,25.07.2022,,0,Yes,CHICKEN,Item Group
321,CBLL02-04,CHICKEN BONELESS LEG 200-220gm (PIF PAF) 2kgX6pkt,??? 200-220gm PIF PAF,0,0,0,3.4,13.02.2020,,0,Yes,CHICKEN,Item Group
322,CBLL02-04A,CHICKEN BONELESS LEG 220-240gm (AURORA) 2kgX6pkt,??? 220-240gm AURORA,0,0,0,3.5,01.12.2015,,0,Yes,CHICKEN,Item Group
323,CBLL02-05,CHICKEN BONELESS LEG 260-280gm (AURORA) 2kgX6pkt,??? 260-280gm AURORA,0,0,0,4.9,07.06.2022,,0,Yes,CHICKEN,Item Group
324,CBLL02-05A,CHICKEN BONELESS LEG 280-300gm (SEARA) 2kgX6pkt,??? 280-300gm SEARA,0,0,0,3.1,08.08.2019,,0,Yes,CHICKEN,Item Group
325,CBLL02-06,CHICKEN BONELESS LEG 280-300gm (AURORA) 2kgX6pkt,??? 280-300gm AURORA,0,0,0,3.4,08.11.2021,,0,Yes,CHICKEN,Item Group
326,CBLL02-07,CHICKEN BONELESS LEG 280-300gm (NAT) 2kgX6pkt,??? 280-300gm NAT,0,0,0,3.25,23.06.2022,,0,Yes,CHICKEN,Item Group
327,CBLL02-08,CHICKEN BONELESS LEG 200-240gm (PD) 2kgX8pkt,??? 200-240gm PD,0,0,0,3,17.07.2017,,0,Yes,CHICKEN,Item Group
328,CBLL03,CHICKEN BONELESS LEG (BORELLA) 5kgX3pkt,??? BORELLA 5kg,0,0,0,2.55,16.09.2016,,0,Yes,CHICKEN,Item Group
329,CBLL04-01,CHICKEN BONELESS LEG (LAR-SA) 15KG/CTNS,??? 15KG LAR,0,0,0,1.7,16.01.2023,,0,Yes,CHICKEN,Item Group
330,CBLL04-02,CHICKEN- SKINLESS CHICKEN BONELESS LEG (CASEFARM-USA) 18.18kg/ctn,SKINLESS ??? 40LB,0,0,0,3.1,04.03.2022,,0,Yes,CHICKEN,Item Group
331,CBLL05,CHICKEN BONELESS LEG 200-240gmUP (PERDIAGO) 2kgX8pkt,??? 200-240gm PERDIGAO,0,0,0,2.08,28.06.2017,,0,Yes,CHICKEN,Item Group
332,CBLL06,CHICKEN BONELESS LEG 200gmUP (SEARA) 15kg,??? 200gm SEARA 15kg,0,0,0,2.4,26.07.2016,,0,Yes,CHICKEN,Item Group
333,CBLL07,CHICKEN BONELESS LEG UNSIZED (PD) 1kgX16pkt,??? PD,0,0,0,5.2,09.06.2022,,0,Yes,CHICKEN,Item Group
334,CBLL08,CHICKEN BONELESS LEG CUT 2Kgx6Pkt,???? 1?4,0,0,0,3,04.06.2018,,0,Yes,CHICKEN,Item Group
335,CBLL09,CHICKEN BONELESS LEG CUT 1' 12KG/CTNS,??? ? 1',0,0,0,4.4,09.04.2022,,0,Yes,CHICKEN,Item Group
336,CBLL09-02,CHICKEN BONELESS LEG CUT 2' X 2.5',??? ? 2' X 2.5',0,0,0,3.6,23.02.2019,,0,Yes,CHICKEN,Item Group
337,CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,?? 1CM    2kgX6pkt,64,0,0,3.4,06.06.2023,,0,Yes,CHICKEN,Item Group
338,CBLL09-04,CHICKEN BONELESS LEG CUT,??? 240-260gm ??? ( 50g),0,0,0,3.9,24.12.2019,,0,Yes,CHICKEN,Item Group
339,CBLS01,CHICKEN BONELESS SKINLESS LEG (SADIA) 6x2kg,?? ??? SADIA,0,0,0,3.95,20.04.2023,,0,Yes,CHICKEN,Item Group
340,CBLS02,SKINLESS CHICKEN BONELESS LEG SADIA 15KG/CTNS,?? ??? 15KG,0,0,0,2.3,14.04.2021,,0,Yes,CHICKEN,Item Group
341,CBLS03,CHICKEN BONELESS SKINLESS LEG (TYSON-USA) 4.54X4pkt,?? ??? TYSON,0,0,0,56.23,21.05.2020,,0,Yes,CHICKEN,Item Group
342,CBLS04,CHICKEN BONELESS SKINLESS LEG **AK** 18.14+OTHER BRAND,,0,0,0,2,17.03.2020,,0,Yes,CHICKEN,Item Group
343,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,?? ???,538,18,0,3.5,10.06.2023,,0,Yes,CHICKEN,Item Group
344,CBON01,CHICKEN BONE,??,646,235,0,2.5,19.06.2023,,0,Yes,CHICKEN,Item Group
345,CBON01-01,CHICKEN BONE (MIX MEAT WITH BONE),,28.6,0,0,2,26.09.2022,,0,Yes,CHICKEN,Item Group
346,CBON01-02,FRESH CHICKEN OFFALS,?????,0,0,0,1.5,02.03.2021,,0,Yes,CHICKEN,Item Group
347,CBON02,CHICKEN CARCASS BONE 2KG/PKT,?? 2KG,0,0,0,1.05,01.06.2020,,0,Yes,CHICKEN,Item Group
348,CBON03,CHICKEN BONE FRESH,?? ??,0,0,0,1.5,18.05.2017,,0,Yes,CHICKEN,Item Group
349,CBSL01,CHICKEN BREAST SKINLESS (FRANGOSUL) 15kg/ctn,?? ?? FRANGOSUL,0,0,0,3,12.07.2014,,0,Yes,CHICKEN,Item Group
350,CBSL01-02,CHICKEN BREAST (DANPO)  900gmX12pkt,?? DANPO,0,0,0,2,16.01.2015,,0,Yes,CHICKEN,Item Group
351,CBSL02,CHICKEN BREAST (TYSON-THAILAND) 3X4kg/ctns,?? TYSON 4KG/PKT,0,0,0,2,22.12.2021,,0,Yes,CHICKEN,Item Group
352,CBSL03,CHICKEN BREAST SKINLESS (PERDIGAO-BRAZIL) 1kgX12pkt,?? ?? (PERDIGAO),0,0,0,3.25,31.12.2019,,0,Yes,CHICKEN,Item Group
353,CBSL04,CHICKEN BREAST SKINLESS (SEARA/AVIVAR) 2kgX6pkt,?? ?? (SEARA/AVIVAR),0,0,0,4.6,27.03.2023,,0,Yes,CHICKEN,Item Group
354,CBSL05,CHICKEN BREAST SKINLESS (AURORA)  2kgX6pkt,?? ?? AURORA,0,0,0,3.85,17.06.2019,,0,Yes,CHICKEN,Item Group
