#,Document Number,Posting Date,Customer/Vendor Code,Customer/Vendor Name,Customer/Vendor Name,Document Currency,Check Amount,Transfer Amount,Cash Amount,Reference 1,Reference 2,Counter Reference,Remarks,Journal Remarks,Journal Remarks
17031,376732,03.06.2023,UCJ0172,XI LAI BAO (????,XI LAI BAO (????,SGD,0,0,250,37-6732,,,1/6 23159610,1/6 23159610,1/6 23159610
17032,376733,03.06.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,2.4,37-6733,,,1-Jun,1-Jun,1-Jun
17033,376734,03.06.2023,UCD0049,DONG FANG DUCK RICE,DONG FANG DUCK RICE,SGD,0,0,314,37-6734,,,22-30/5,22-30/5,22-30/5
17034,376735,03.06.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,127,37-6735,,,1/6 23159411,1/6 23159411,1/6 23159411
17035,376736,03.06.2023,UCF0227,FU CHENGGUI,FU CHENGGUI,SGD,0,0,544,37-6736,,,22-29/5,22-29/5,22-29/5
17036,376737,03.06.2023,UCS0000,STAFF OF UNICO,STAFF OF UNICO,SGD,0,0,3,37-6737,,,31-May,31-May,31-May
17037,376738,03.06.2023,UCS0340,SPICY ROMANCE,SPICY ROMANCE,SGD,0,0,121.7,37-6738,,,29-30/5,29-30/5,29-30/5
17038,376739,03.06.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,115.5,37-6739,,,1-Jun,1-Jun,1-Jun
17039,376740,03.06.2023,UCM0182,MA JI SHOU GONG BAO DIAN,MA JI SHOU GONG BAO DIAN,SGD,0,0,157.9,37-6740,,,1/6 23159361,1/6 23159361,1/6 23159361
17040,376741,03.06.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,124.2,37-6741,,,1-Jun,1-Jun,1-Jun
17041,376742,03.06.2023,UCM0187,MA BO (FRIED FISH) LOR MEE PTE.LTD,MA BO (FRIED FISH) LOR MEE PTE.LTD,SGD,0,0,84.2,37-6742,,,1-Jun,1-Jun,1-Jun
17042,376743,03.06.2023,UCB0005,CHIT-CHAT BUBBLE TEA (G.BAHRU),CHIT-CHAT BUBBLE TEA (G.BAHRU),SGD,0,0,152.2,37-6743,,,1-Jun,1-Jun,1-Jun
17043,376744,03.06.2023,UCY0144,YAN XIA CHUAN TONG MIAN JIA,YAN XIA CHUAN TONG MIAN JIA,SGD,0,0,52.4,37-6744,,,1/6 23159261,1/6 23159261,1/6 23159261
17044,377586,09.06.2023,UCS0074,SOON HUAT BAK KUT TEH PTE LTD,SOON HUAT BAK KUT TEH PTE LTD,SGD,0,"1,094.25",0,37-7586,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17045,377587,09.06.2023,UCJ0019,JU XIANG YUAN JIA XIANG XIAO CHU,JU XIANG YUAN JIA XIANG XIAO CHU,SGD,0,"5,501.36",0,37-7587,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17046,377588,09.06.2023,UCP0142,PRO HOLDINGS PTE LTD,PRO HOLDINGS PTE LTD,SGD,0,235.33,0,37-7588,,,8/6 B.TRANS 23162116,8/6 B.TRANS 23162116,8/6 B.TRANS 23162116
17047,377589,09.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,280.37,0,37-7589,,,3/6 B.TRANS 23160143,3/6 B.TRANS 23160143,3/6 B.TRANS 23160143
17048,377590,09.06.2023,UCJ0169,JINBAO F AND B PTE LTD,JINBAO F AND B PTE LTD,SGD,0,218.7,0,37-7590,,,9/6 B.TRANS 23162486,9/6 B.TRANS 23162486,9/6 B.TRANS 23162486
17049,377591,09.06.2023,UCC0080,CASH (RAY),CASH (RAY),SGD,0,116.1,0,37-7591,,,9/6 B.TRANS 23162816,9/6 B.TRANS 23162816,9/6 B.TRANS 23162816
17050,377592,09.06.2023,UCA0001,ALLIANCE DIVINE IMPEX PTE LTD,ALLIANCE DIVINE IMPEX PTE LTD,SGD,0,"3,431.25",0,37-7592,,,16/5 B.TRANS 23152749,16/5 B.TRANS 23152749,16/5 B.TRANS 23152749
17051,377593,09.06.2023,UCF0077,JOKIA PRIVATE LIMITED,JOKIA PRIVATE LIMITED,SGD,0,475.2,0,37-7593,,,1/6 B.TRANS 23159467,1/6 B.TRANS 23159467,1/6 B.TRANS 23159467
17052,377594,09.06.2023,UCC0165,CASH (JESSICA),CASH (JESSICA),SGD,0,455.52,0,37-7594,,,8/6 B.TRANS 23162073,8/6 B.TRANS 23162073,8/6 B.TRANS 23162073
17053,377595,09.06.2023,UCC0104,CASH (YOUSEN),CASH (YOUSEN),SGD,0,136.74,0,37-7595,,,2/4-23/5 B.TRANS,2/4-23/5 B.TRANS,2/4-23/5 B.TRANS
17054,377596,09.06.2023,UCD0071,DA DI MIX VEG RICE,DA DI MIX VEG RICE,SGD,0,882.58,0,37-7596,,,"3/6-7/6 B.TRANS 23159655,1654","3/6-7/6 B.TRANS 23159655,1654","3/6-7/6 B.TRANS 23159655,1654"
17055,377597,09.06.2023,UCA0108,AMS SUPERMART PTE LTD,AMS SUPERMART PTE LTD,SGD,0,109.19,0,37-7597,,,3/6 B.TRANS 23160353,3/6 B.TRANS 23160353,3/6 B.TRANS 23160353
17056,377598,09.06.2023,UCG0024,GOOD PRICE UNDERGROUND SUPERMARKET PTE LTD,GOOD PRICE UNDERGROUND SUPERMARKET PTE LTD,SGD,0,101.98,0,37-7598,,,5/6 B.TRANS 23160663 P/L:3,5/6 B.TRANS 23160663 P/L:3,5/6 B.TRANS 23160663 P/L:3
17057,377599,10.06.2023,UCC0189,CEST LA VIE KITCHEN PTE LTD,CEST LA VIE KITCHEN PTE LTD,SGD,0,85,0,37-7599,,,"9/6 B.TRANS 23162714,2717","9/6 B.TRANS 23162714,2717","9/6 B.TRANS 23162714,2717"
17058,377600,10.06.2023,UCL0174,85 BIG PRAWN NOODLES PTE LTD,85 BIG PRAWN NOODLES PTE LTD,SGD,0,210.9,0,37-7600,,,8/6 B.TRANS 23162157,8/6 B.TRANS 23162157,8/6 B.TRANS 23162157
17059,377601,10.06.2023,UCF0228,FENGXIANG LPS PTE LTD,FENGXIANG LPS PTE LTD,SGD,0,"1,908.68",0,37-7601,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17060,377602,10.06.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,72.9,0,37-7602,,,8/6 B.TRANS 23162353,8/6 B.TRANS 23162353,8/6 B.TRANS 23162353
17061,377603,10.06.2023,UCM0298,MR YAN QIAILONG,MR YAN QIAILONG,SGD,0,22.68,0,37-7603,,,23/5 B.TRANS 23155718,23/5 B.TRANS 23155718,23/5 B.TRANS 23155718
17062,377604,10.06.2023,UCT0269,TONG FU JU PTE LTD,TONG FU JU PTE LTD,SGD,0,148.76,0,37-7604,,,23/5 B.TRANS 23155706,23/5 B.TRANS 23155706,23/5 B.TRANS 23155706
17063,377605,10.06.2023,UCC0064,MMMM F&B PTE LTD,MMMM F&B PTE LTD,SGD,0,"5,013.35",0,37-7605,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17064,377606,10.06.2023,UCL0022,IMPERIAL PTE LTD,IMPERIAL PTE LTD,SGD,0,"6,831.50",0,37-7606,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17065,377607,10.06.2023,UCF0220,FOODSAVVYEMPIRE PTE LTD,FOODSAVVYEMPIRE PTE LTD,SGD,0,"8,671.51",0,37-7607,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17066,377608,10.06.2023,UCF0225,FOODSAVVYEMPIRE PTE LTD,FOODSAVVYEMPIRE PTE LTD,SGD,0,"3,118.34",0,37-7608,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17067,377610,10.06.2023,UCG0104,GRANDFATHER FOOD EMPIRE BAK CHOR MEE,GRANDFATHER FOOD EMPIRE BAK CHOR MEE,SGD,0,108,0,37-7610,,,10/6 B.TRANS 23162883,10/6 B.TRANS 23162883,10/6 B.TRANS 23162883
17068,377611,10.06.2023,UCJ0151,5J FROZEN,5J FROZEN,SGD,0,162.65,0,37-7611,,,10/6 B.TRANS 23163033,10/6 B.TRANS 23163033,10/6 B.TRANS 23163033
17069,377612,10.06.2023,UCH0208,HOANG HAU,HOANG HAU,SGD,0,"2,049.53",0,37-7612,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17070,377613,10.06.2023,UCM0043,NEW STAGE FOOD PTE LTD,NEW STAGE FOOD PTE LTD,SGD,0,"3,970.62",0,37-7613,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17071,377614,10.06.2023,UCM0229,NEW STAGE FOOD PTE LTD,NEW STAGE FOOD PTE LTD,SGD,0,"5,647.32",0,37-7614,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
17072,377615,10.06.2023,UCL0012,LINK COURT PTE LTD (MARINA),LINK COURT PTE LTD (MARINA),SGD,0,"5,061.73",0,37-7615,,,APR B.TRANS,APR B.TRANS,APR B.TRANS
17073,381271,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,74.52,38-1271,,,5-Jul,5-Jul,5-Jul
17074,381272,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,145.8,38-1272,,,6-Jul,6-Jul,6-Jul
17075,381273,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,83.7,38-1273,,,6-Jul,6-Jul,6-Jul
17076,381274,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,53.43,38-1274,,,8/7 CN $87.02,8/7 CN $87.02,8/7 CN $87.02
17077,381275,17.07.2023,UCY0119,YAN JI HONG KONG KITCHEN,YAN JI HONG KONG KITCHEN,SGD,0,0,209,38-1275,,,17-Jun,17-Jun,17-Jun
17078,381276,17.07.2023,UCY0119,YAN JI HONG KONG KITCHEN,YAN JI HONG KONG KITCHEN,SGD,0,0,332,38-1276,,,23-Jun,23-Jun,23-Jun
17079,381277,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,31.5,38-1277,,,13-Jul,13-Jul,13-Jul
17080,381278,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,52,38-1278,,,12-Jul,12-Jul,12-Jul
17081,381279,17.07.2023,UCS0340,SPICY ROMANCE,SPICY ROMANCE,SGD,0,0,67,38-1279,,,12-Jul,12-Jul,12-Jul
17082,381280,17.07.2023,UCH0303,HUI SUO (CHANERY),HUI SUO (CHANERY),SGD,0,0,293,38-1280,,,6/7/2007,6/7/2007,6/7/2007
17083,381281,17.07.2023,UCH0304,HUI SUO (LORINE),HUI SUO (LORINE),SGD,0,0,283,38-1281,,,6/7/2007,6/7/2007,6/7/2007
17084,381282,17.07.2023,UCZ0060,ZHONG HUA BAO DING PTE LTD,ZHONG HUA BAO DING PTE LTD,SGD,0,0,470,38-1282,,,1-21/6,1-21/6,1-21/6
17085,381283,17.07.2023,UCC0777,CASH ( LIANG ),CASH ( LIANG ),SGD,0,0,704.8,38-1283,,,14-Jul,14-Jul,14-Jul
17086,381284,17.07.2023,UCJ0148,JIA HAO DELIGHTS PTE LTD,JIA HAO DELIGHTS PTE LTD,SGD,0,0,"3,601.00",38-1284,,,1/6-8/7,1/6-8/7,1/6-8/7
17087,381285,17.07.2023,UCB0004,ZHU JIA(MANDAI LINK),ZHU JIA(MANDAI LINK),SGD,0,0,816.4,38-1285,,,15-Jul,15-Jul,15-Jul
17088,381286,17.07.2023,UCM0279,YUN HAI FOOD PTE LTD,YUN HAI FOOD PTE LTD,SGD,0,0,116,38-1286,,,15/7 23178831,15/7 23178831,15/7 23178831
17089,381287,17.07.2023,UCP0029,PHAN NEE TRADING LLP,PHAN NEE TRADING LLP,SGD,0,0,400.8,38-1287,,,15/7 23178836,15/7 23178836,15/7 23178836
17090,381288,17.07.2023,UCG0105,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,SGD,0,0,44.2,38-1288,,,15-Jul,15-Jul,15-Jul
17091,381289,17.07.2023,UCG0105,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,GOLDEN LEAF BRAISED DELIGHT/ KWAY CHAP,SGD,0,0,154.9,38-1289,,,15-Jul,15-Jul,15-Jul
17092,381290,17.07.2023,UCC0008,CASH,CASH,SGD,0,0,113.2,38-1290,,,15-Jul,15-Jul,15-Jul
17093,381291,17.07.2023,UCL0045,LEE FOOD PTE LTD,LEE FOOD PTE LTD,SGD,0,0,"2,415.30",38-1291,,,15/7 23178839,15/7 23178839,15/7 23178839
17094,381292,17.07.2023,UCM0338,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,146.8,38-1292,,,15-Jul,15-Jul,15-Jul
17095,381293,17.07.2023,UCL0077,LOR MEE BEDOK,LOR MEE BEDOK,SGD,0,0,81.3,38-1293,,,15-Jul,15-Jul,15-Jul
17096,381294,17.07.2023,UCC0008,CASH,CASH,SGD,0,0,83.9,38-1294,,,14-Jul,14-Jul,14-Jul
17097,381295,17.07.2023,UCJ0008,JAYDEN FOODS PTE LTD,JAYDEN FOODS PTE LTD,SGD,0,0,"2,937.60",38-1295,,,14/7 23178360,14/7 23178360,14/7 23178360
17098,381296,17.07.2023,UCM0239,MING JI SHAO LA,MING JI SHAO LA,SGD,0,0,172.3,38-1296,,,15-Jul,15-Jul,15-Jul
17099,381297,17.07.2023,UCG0111,GREEDY DUCK PTE LTD,GREEDY DUCK PTE LTD,SGD,0,0,133,38-1297,,,15-Jul,15-Jul,15-Jul
17100,381298,17.07.2023,UCS0272,SHAN XI LIANG PI F&B PTE LTD,SHAN XI LIANG PI F&B PTE LTD,SGD,0,0,90,38-1298,,,15-Jul,15-Jul,15-Jul
17101,381299,17.07.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,101.3,38-1299,,,15-Jul,15-Jul,15-Jul
17102,381300,17.07.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,63.5,38-1300,,,15-Jul,15-Jul,15-Jul
17103,381301,17.07.2023,UCF0215,FORTUNE HERBAL SPUP,FORTUNE HERBAL SPUP,SGD,0,0,162.5,38-1301,,,15/7 23178779,15/7 23178779,15/7 23178779
17104,381302,17.07.2023,UCC0008,CASH,CASH,SGD,0,0,80.8,38-1302,,,15-Jul,15-Jul,15-Jul
17105,381303,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,63.5,38-1303,,,15-Jul,15-Jul,15-Jul
17106,381304,17.07.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,16.2,38-1304,,,15/7 23178884,15/7 23178884,15/7 23178884
17107,381305,17.07.2023,UCR0095,RONG YUAN MIX VEG RICE,RONG YUAN MIX VEG RICE,SGD,0,0,80.2,38-1305,,,15-Jul,15-Jul,15-Jul
17108,381306,17.07.2023,UCA0122,AH LIM BAK CHOR MEE (15 UPPER EAST COAST),AH LIM BAK CHOR MEE (15 UPPER EAST COAST),SGD,0,0,88,38-1306,,,15-Jul,15-Jul,15-Jul
17109,374504,10.05.2023,UCD0056,DA HU YIU SHAO KAO,DA HU YIU SHAO KAO,SGD,0,0,129.6,37-4504,,,9-May,9-May,9-May
17110,374505,10.05.2023,UCH0263,HAINANESE CURRY RICE,HAINANESE CURRY RICE,SGD,0,0,149.4,37-4505,,,9-May,9-May,9-May
17111,374506,10.05.2023,UCH0274,HONG YONG BAN MIAN FISH SOUP,HONG YONG BAN MIAN FISH SOUP,SGD,0,0,102.8,37-4506,,,9-May,9-May,9-May
17112,374507,10.05.2023,UCD0053,DOVEMART,DOVEMART,SGD,0,0,182.95,37-4507,,,9-May,9-May,9-May
17113,374509,10.05.2023,UCC0169,CASH (ML),CASH (ML),SGD,0,0,129.6,37-4509,,,9-May,9-May,9-May
17114,374510,10.05.2023,UCP0049,PEKING ROASTED CHICKEN RICE,PEKING ROASTED CHICKEN RICE,SGD,0,0,106.2,37-4510,,,9-May,9-May,9-May
17115,374511,10.05.2023,UCA0122,AH LIM BAK CHOR MEE (15 UPPER EAST COAST),AH LIM BAK CHOR MEE (15 UPPER EAST COAST),SGD,0,0,88,37-4511,,,9-May,9-May,9-May
17116,374512,10.05.2023,UCA0121,AH LIM JALAN TUA KONG (64 JOOCHIAT),AH LIM JALAN TUA KONG (64 JOOCHIAT),SGD,0,0,88,37-4512,,,9-May,9-May,9-May
17117,374513,10.05.2023,UCE0044,E OCEAN MINIMART LP,E OCEAN MINIMART LP,SGD,0,0,156.2,37-4513,,,6-May,6-May,6-May
17118,374514,10.05.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,39.1,37-4514,,,6-May,6-May,6-May
17119,374515,10.05.2023,UCE0058,EAT IS HOCK (TPY),EAT IS HOCK (TPY),SGD,0,0,75.9,37-4515,,,9-May,9-May,9-May
17120,374516,10.05.2023,UCF0036,FENG ZHEN LOR MEE,FENG ZHEN LOR MEE,SGD,0,0,251,37-4516,,,9-May,9-May,9-May
17121,374517,10.05.2023,UCD0035,DING XIANG YUAN PTE LTD,DING XIANG YUAN PTE LTD,SGD,0,0,399,37-4517,,,9-May,9-May,9-May
17122,374518,10.05.2023,UCZ0074,ZHONG HUA MEI SHI,ZHONG HUA MEI SHI,SGD,0,0,221,37-4518,,,9-May,9-May,9-May
17123,374519,10.05.2023,UCP0046,POW SING PTE LTD,POW SING PTE LTD,SGD,0,0,276.9,37-4519,,,8-May,8-May,8-May
17124,374520,10.05.2023,UCX0076,WESTERN FOOD (SERANGOON),WESTERN FOOD (SERANGOON),SGD,0,0,149.5,37-4520,,,8-May,8-May,8-May
17125,374521,10.05.2023,UCH0169,HAI XIAN ZHI JIA,HAI XIAN ZHI JIA,SGD,0,0,103.7,37-4521,,,9-May,9-May,9-May
17126,374522,10.05.2023,UCL0159,NIAN QIHUI,NIAN QIHUI,SGD,0,0,89.6,37-4522,,,9-May,9-May,9-May
17127,374523,10.05.2023,UCM0321,MR TAN HUNG KHIANG,MR TAN HUNG KHIANG,SGD,0,0,87.5,37-4523,,,9-May,9-May,9-May
17128,374524,10.05.2023,UCM0089,MIN NAN PORK RIB NOODLE,MIN NAN PORK RIB NOODLE,SGD,0,0,149,37-4524,,,9/5 23149528,9/5 23149528,9/5 23149528
17129,374525,10.05.2023,UCC0178,CASH (GUI ),CASH (GUI ),SGD,0,0,486,37-4525,,,9-May,9-May,9-May
17130,374526,10.05.2023,UCJ0073,JIAN CHENG COOKED FOOD,JIAN CHENG COOKED FOOD,SGD,0,0,87.5,37-4526,,,9-May,9-May,9-May
17131,374527,10.05.2023,UCB0043,BUA SIAM STALL 7,BUA SIAM STALL 7,SGD,0,0,91.1,37-4527,,,9-May,9-May,9-May
17132,374528,10.05.2023,UCW0033,WONG LEE MINIMART,WONG LEE MINIMART,SGD,0,0,80.05,37-4528,,,9-May,9-May,9-May
17133,374529,10.05.2023,UCC0888,CASH (CHING),CASH (CHING),SGD,0,0,51.1,37-4529,,,9-May,9-May,9-May
17134,374530,10.05.2023,UCF0111,FRESH AND EASY PTE LTD (JURONG),FRESH AND EASY PTE LTD (JURONG),SGD,0,0,244.5,37-4530,,,8/5 CN$1.3,8/5 CN$1.3,8/5 CN$1.3
17135,374531,10.05.2023,UCF0070,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,259.2,37-4531,,,8-May,8-May,8-May
17136,374532,10.05.2023,UCC0042,CANTEEN (KHATIB),CANTEEN (KHATIB),SGD,0,0,116.6,37-4532,,,9-May,9-May,9-May
17137,374533,10.05.2023,UCS0359,SAN SAN XIAN TEOCHEW PORRIDGE,SAN SAN XIAN TEOCHEW PORRIDGE,SGD,0,0,81,37-4533,,,9/5 23149609,9/5 23149609,9/5 23149609
17138,374534,10.05.2023,UCC0215,CHEN MIN,CHEN MIN,SGD,0,0,104.7,37-4534,,,9-May,9-May,9-May
17139,374535,10.05.2023,UCZ0134,ZHU ZHA TANG (155A) ZHAO,ZHU ZHA TANG (155A) ZHAO,SGD,0,0,94.4,37-4535,,,9-May,9-May,9-May
17140,374536,10.05.2023,UCF0191,FRESH PICK SUPERMARKET,FRESH PICK SUPERMARKET,SGD,0,0,208.4,37-4536,,,9/5 23149895,9/5 23149895,9/5 23149895
17141,374537,10.05.2023,UCM0261,MALA HOT POT (461 CLEMENTI),MALA HOT POT (461 CLEMENTI),SGD,0,0,265.3,37-4537,,,9-May,9-May,9-May
17142,374538,10.05.2023,UCM0100,MA LA XIANG GUO,MA LA XIANG GUO,SGD,0,0,107.1,37-4538,,,9-May,9-May,9-May
17143,374539,10.05.2023,UCL0179,LOVABLE SWEET HOUSE,LOVABLE SWEET HOUSE,SGD,0,0,90.7,37-4539,,,7-May,7-May,7-May
17144,374540,10.05.2023,UCS0259,SHU WEI YUAN,SHU WEI YUAN,SGD,0,0,90.5,37-4540,,,6-May,6-May,6-May
17145,374541,10.05.2023,UCB0127,BOON LAY MIXED VEGETABLE RICE,BOON LAY MIXED VEGETABLE RICE,SGD,0,0,123.4,37-4541,,,7-May,7-May,7-May
17146,381713,18.07.2023,UCD0071,DA DI MIX VEG RICE,DA DI MIX VEG RICE,SGD,0,700.92,0,38-1713,,,15/7 B.TRANS 23178549 23178550,15/7 B.TRANS 23178549 23178550,15/7 B.TRANS 23178549 23178550
17147,381714,18.07.2023,UCC9999,CASH (SHIYUN),CASH (SHIYUN),SGD,0,280.8,0,38-1714,,,19/7 B.TRANS 23180321,19/7 B.TRANS 23180321,19/7 B.TRANS 23180321
17148,381715,18.07.2023,UCU0061,UNCLE MEOW PTE LTD,UNCLE MEOW PTE LTD,SGD,0,"2,549.99",0,38-1715,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17149,381716,18.07.2023,UCA0184,AJ OASIS INC PTE LTD,AJ OASIS INC PTE LTD,SGD,0,"10,000.00",0,38-1716,,,MAY B.TRANS*,MAY B.TRANS*,MAY B.TRANS*
17150,381717,18.07.2023,UCS0376,SPICY DYNASTY,SPICY DYNASTY,SGD,0,"2,725.13",0,38-1717,,,27/6-15/7 B.TRANS CN:76.03,27/6-15/7 B.TRANS CN:76.03,27/6-15/7 B.TRANS CN:76.03
17151,381718,18.07.2023,UCZ0106,ZHU JIA,ZHU JIA,SGD,0,141.75,0,38-1718,,,15/7 B.TRANS 23177943,15/7 B.TRANS 23177943,15/7 B.TRANS 23177943
17152,381720,19.07.2023,UCS0045,CHINESE CUISINE SICHUAN,CHINESE CUISINE SICHUAN,SGD,0,127.44,0,38-1720,,,17/7 B.TRANS 23179523,17/7 B.TRANS 23179523,17/7 B.TRANS 23179523
17153,381721,19.07.2023,UCY0064,YI RESTAURANT LLP,YI RESTAURANT LLP,SGD,0,383.4,0,38-1721,,,18/7 B.TRANS 23179953,18/7 B.TRANS 23179953,18/7 B.TRANS 23179953
17154,381722,19.07.2023,UCL0175,LIU XIN,LIU XIN,SGD,0,115.67,0,38-1722,,,18/7 B.TRANS 23179952,18/7 B.TRANS 23179952,18/7 B.TRANS 23179952
17155,381723,19.07.2023,UCX0193,XI AN KITCHEN,XI AN KITCHEN,SGD,0,501.12,0,38-1723,,,7-17/7 B.TRANS,7-17/7 B.TRANS,7-17/7 B.TRANS
17156,381724,19.07.2023,UCH0300,HONG XIN ACE MINIMART PTE LTD,HONG XIN ACE MINIMART PTE LTD,SGD,0,240.95,0,38-1724,,,12-13/7 B.TRANS 23177490 23177966,12-13/7 B.TRANS 23177490 23177966,12-13/7 B.TRANS 23177490 23177966
17157,381725,19.07.2023,UCC0224,CASH (JIN),CASH (JIN),SGD,0,176,0,38-1725,,,18/7 B.TRANS CN:4.40,18/7 B.TRANS CN:4.40,18/7 B.TRANS CN:4.40
17158,381726,19.07.2023,UCP0068,PHUKET TOWN MOOKATA PTE LTD,PHUKET TOWN MOOKATA PTE LTD,SGD,0,"9,349.08",0,38-1726,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17159,381727,19.07.2023,UCP0130,PHUKET TOWN MOOKATA PTE LTD,PHUKET TOWN MOOKATA PTE LTD,SGD,0,972.43,0,38-1727,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17160,381728,19.07.2023,UCP0017,WHAT THE FISH PTE LTD,WHAT THE FISH PTE LTD,SGD,0,138.24,0,38-1728,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17161,381729,19.07.2023,UCP0136,WHAT THE FISH PTE LTD,WHAT THE FISH PTE LTD,SGD,0,173.99,0,38-1729,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17162,381730,19.07.2023,UCW0036,WHAT THE FISH PTE LTD,WHAT THE FISH PTE LTD,SGD,0,125.28,0,38-1730,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17163,381731,19.07.2023,UCW0140,WHAT THE FISH PTE LTD,WHAT THE FISH PTE LTD,SGD,0,414.72,0,38-1731,,,JUN B.TRANS,JUN B.TRANS,JUN B.TRANS
17164,381732,19.07.2023,UCW0153,WHAT THE FISH PTE LTD,WHAT THE FISH PTE LTD,SGD,0,252.96,0,38-1732,,,JUN B.TRANS*,JUN B.TRANS*,JUN B.TRANS*
17165,381733,19.07.2023,UCH0244,HANKKI,HANKKI,SGD,0,"4,372.58",0,38-1733,,,JUN B.TRANS P/L:2.00,JUN B.TRANS P/L:2.00,JUN B.TRANS P/L:2.00
17166,381734,19.07.2023,UCD0162,DERTIEN MOOKATA PTE LTD,DERTIEN MOOKATA PTE LTD,SGD,0,327.35,0,38-1734,,,10-14/7 B.TRANS,10-14/7 B.TRANS,10-14/7 B.TRANS
17167,381735,19.07.2023,UCZ0287,HAPPY TIMES INTERNATIONAL,HAPPY TIMES INTERNATIONAL,SGD,0,"1,131.40",0,38-1735,,,8-15/7 B.TRANS 23178210 23178793,8-15/7 B.TRANS 23178210 23178793,8-15/7 B.TRANS 23178210 23178793
17168,381736,19.07.2023,UCU0065,UNITED SIGNATURE FOOD,UNITED SIGNATURE FOOD,SGD,0,233.37,0,38-1736,,,24/5 B.TRANS 23155898,24/5 B.TRANS 23155898,24/5 B.TRANS 23155898
17169,381737,19.07.2023,UCA0099,ANG'S FAMILY FOOD ENTERPRISE PTE LTD,ANG'S FAMILY FOOD ENTERPRISE PTE LTD,SGD,0,"24,143.81",0,38-1737,,,23-30/6 B.TRANS,23-30/6 B.TRANS,23-30/6 B.TRANS
17170,381738,19.07.2023,UCR0007,RUI XIANG MALA XIANG GUO,RUI XIANG MALA XIANG GUO,SGD,0,388.77,0,38-1738,,,MAR B.TRANS,MAR B.TRANS,MAR B.TRANS
17171,381739,19.07.2023,UCS0289,SMILES MART PTE LTD,SMILES MART PTE LTD,SGD,0,346.03,0,38-1739,,,12-13/7 B.TRANS 23177475 23177474,12-13/7 B.TRANS 23177475 23177474,12-13/7 B.TRANS 23177475 23177474
17172,381740,19.07.2023,UCT0269,TONG FU JU PTE LTD,TONG FU JU PTE LTD,SGD,0,203.99,0,38-1740,,,12/7 B.TRANS 23177303,12/7 B.TRANS 23177303,12/7 B.TRANS 23177303
17173,381741,19.07.2023,UCM0298,MR YAN QIAILONG,MR YAN QIAILONG,SGD,0,58.75,0,38-1741,,,12/7 B.TRANS 23177421,12/7 B.TRANS 23177421,12/7 B.TRANS 23177421
17174,381742,19.07.2023,UCT0127,T&L INDUSTRIES PTE LTD,T&L INDUSTRIES PTE LTD,SGD,0,"25,000.00",0,38-1742,,,MAY B.TRANS,MAY B.TRANS,MAY B.TRANS
