No,Document Number,Document Type,Canceled,Posting Date,Item No.,Item/Service Description,Quantity,Price,Row Total
484,5724,I,N,25.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,256,3.3,844.8
485,5724,I,N,25.10.2022,CSLI04-01,CHICKEN SLICED W/O SKIN 1.50 CM 2kgX6pkt,254,6.2,"1,574.80"
486,5724,I,N,25.10.2022,CQUL04,CHICKEN QUARTER LEG (SANDERSON-USA) 15kg/ctn,210,1.69,354.9
487,5724,I,N,25.10.2022,PHOC05-04,PORK FRONT HOCK(BOSELER-GERMANY) 10kg/ctn,200,2.13,426
488,5724,I,N,25.10.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,150,6.03,904.5
489,5724,I,N,25.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),150,5.35,802.5
490,5724,I,N,25.10.2022,FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),30,27.5,825
491,5724,I,N,25.10.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,130,3.8,494
492,5724,I,N,25.10.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,124,3.3,409.2
493,5724,I,N,25.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),120,5.35,642
494,5724,I,N,25.10.2022,MTU004,MUTTON NECK CUT 1INCH  2KG/PKT,114,6.4,729.6
495,5724,I,N,25.10.2022,PCOS04-01,PORK COLLAR SLICED 1CM,110,4.3,473
496,5724,I,N,25.10.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,102,6.03,615.06
497,5724,I,N,25.10.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,100,8.3,830
498,5724,I,N,25.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,100,3.7,370
499,5724,I,N,25.10.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,90,4.3,387
500,5724,I,N,25.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,100,3.3,330
501,5724,I,N,25.10.2022,FSN001-02,XXXXXFISH- TOMAN FILLET 300/500 1kg x 10pkt,100,5.13,513
502,5724,I,N,25.10.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,4,46.76,187.04
503,5724,I,N,25.10.2022,SVA005,SEAFOOD- VANNAMEI HOSO 31-40 12PKT/CTNS,55,8.5,467.5
504,5724,I,N,25.10.2022,PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,60,4.3,258
505,5724,I,N,25.10.2022,PSTO12,PORK STOMACH COOKED 10kg/ctn (ATRIA-FINLAND 22),49.9,3,149.7
506,5724,I,N,25.10.2022,BRE006,BEEF RIBEYE / CUBEROLL (MINERVA),45.32,10.57,479.03
507,5724,I,N,25.10.2022,SCA007-05,SEAFOOD- BOILED SEA SCALLOP MEAT 100/120 10X1KG/CTNS,11,6.05,66.55
508,5724,I,N,25.10.2022,SCA007-02,SEAFOOD- BOILED SEA SCALLOP MEAT 80/100 10X1KG/CTNS,33,6.18,203.94
509,5724,I,N,25.10.2022,PREC03,PORK RECTUMS 10kg/ctns (DAT SCHAUB DENMARK),40,7,280
510,5724,I,N,25.10.2022,FCH002,FISH CHIP RED 500gmX20pkt,37,2.9,107.3
511,5724,I,N,25.10.2022,CWIN01,CHICKEN WING 80-100gm (SEARA/PERDIGAO) 15kg/ctn,4,58.5,234
512,5724,I,N,25.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),36,5.35,192.6
513,5724,I,N,25.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,36,3.5,126
514,5724,I,N,25.10.2022,PRIB08,PORK RIBLETS CUT 2-2 1/2' 5kgX2pkt,35,4.5,157.5
515,5724,I,N,25.10.2022,CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,34,4.3,146.2
516,5724,I,N,25.10.2022,PCHI03,PORK LARGE COOKED INTESTINE ICP-SPAIN 10KG/CTNS,30,2.54,76.2
517,5724,I,N,25.10.2022,SOYS02,SEAFOOD- SASHIMI OYSTER MUROTSU WITH SHELL SIZE 6PCS/PKT,18,9.5,171
518,5724,I,N,25.10.2022,OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,20,7.7,154
519,5724,I,N,25.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),30,5.35,160.5
520,5724,I,N,25.10.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,22,3.72,81.84
521,5724,I,N,25.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,12,3,36
522,5724,I,N,25.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),20,5.35,107
523,5724,I,N,25.10.2022,BMS008,BEEF MEAT SLICED 8MM 2kg/pkt,18,9.3,167.4
524,5724,I,N,25.10.2022,PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,18,4.3,77.4
525,5724,I,N,25.10.2022,MFL001,MUTTON- LAMB FLAP BONE IN (RYAN-AUST),64.6,9,581.4
526,5724,I,N,25.10.2022,OHB002,OTHER- HASH BROWN TRI TATERS (SIMLOT) 2.27kgX6pkt,4,8.5,34
527,5724,I,N,25.10.2022,OHB003,OTHER- HASH BROWN TRI TATERS (MAESTRO) 2.5kgX4pkt,10,8.5,85
528,5724,I,N,25.10.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,14,3.3,46.2
529,5724,I,N,25.10.2022,SOYS09,SEAFOOD- OYSTER SS 7-9g 10x1kg/ctns,10,6.5,65
530,5724,I,N,25.10.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,5,3.6,18
531,5724,I,N,25.10.2022,CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,12,4.3,51.6
532,5724,I,N,25.10.2022,PCHO01,PORK CHOP 1.5CM 5kgX4pkt,10,4.3,43
533,5724,I,N,25.10.2022,PHCU02,PORK HOCK CUBE AA 5Kg/Pkt,10,3,30
534,5724,I,N,25.10.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,10,4.95,49.5
535,5724,I,N,25.10.2022,CWHO08-03,CHICKEN- WHOLE CHICKEN 1200gm (PERDIGAO) 12kg/ctn,4.2,4.1,17.22
536,5724,I,N,25.10.2022,PS-01,PORK LEG SLICED A 2kgX5pkt,20,3.4,68
537,5724,I,N,25.10.2022,PSWR01,PORK SWEET INTESTINES,0.04,9.5,0.38
538,5724,I,N,25.10.2022,BER001,BEEF EYEROUND,3.55,12,42.6
539,5724,I,N,25.10.2022,DUCK01-04,DUCK- HALAL FRESH WHOLE DUCK (3.56kg/pcs),3.56,6,21.36
540,5724,I,N,25.10.2022,BBG001,BEEF- BULGOGI BEEF BURGER 15 X420GM,28,3.9,109.2
541,5742,I,N,20.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,35,35.25,"1,233.75"
542,5742,I,N,20.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,132,3.9,514.8
543,5742,I,N,20.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,180,3.5,630
544,5742,I,N,20.11.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,321.26,3.8,"1,220.79"
545,5742,I,N,20.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),210.2,2,420.4
546,5742,I,N,20.11.2022,PBEL21-08,PORK BELLY SLICED 3mm 2kgX5pkt,100,5.3,530
547,5742,I,N,20.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,306,3.5,"1,071.00"
548,5742,I,N,20.11.2022,PSHO04,PORK SHOULDER (PAMPLONA),91.08,2.3,209.48
549,5742,I,N,20.11.2022,PSHO06,PORK SHOULDER BUTT 500gm X 20pkt,40,3.8,152
550,5742,I,N,20.11.2022,PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,90,3.6,324
551,5742,I,N,20.11.2022,PTRI02,PORK TRIMMING FRESH,900,3,"2,700.00"
552,5742,I,N,20.11.2022,CSKI01,CHICKEN SKIN 15kg/ctn,88,0.5,44
553,5742,I,N,20.11.2022,CSKI02,CHICKEN SKIN (LEVIDA) 12kg/ctn,60,2.1,126
554,5742,I,N,20.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,900,2.8,"2,520.00"
555,5742,I,N,20.11.2022,PLEG05-04,PORK LEG (SPAIN),98.75,2.2,217.25
556,5742,I,N,20.11.2022,PCOS06,PORK COLLAR SLICED 5mm 2KGX8PKT/CTNS,120,4.3,516
557,5721,I,N,05.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,"1,476.00",3.5,"5,166.00"
558,5721,I,N,05.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,080.00",2.4,"2,592.00"
559,5721,I,N,05.11.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,60,3.8,228
560,5721,I,N,05.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,220,3.44,756.8
561,5721,I,N,05.11.2022,PRIB01,PORK MEATY RIBLETS (BELGIUM) IWP PACKING,70,2.1,147
562,5721,I,N,05.11.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,28,46.76,"1,309.28"
563,5721,I,N,05.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,270,4.95,"1,336.50"
564,5721,I,N,05.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,888,3,"2,664.00"
565,5721,I,N,05.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),148.9,5.35,796.62
566,5721,I,N,05.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,73.8,6.03,445.01
567,5721,I,N,05.11.2022,PTAI03,PORK TAIL (SB-DENMARK),25.17,1.5,37.76
568,5729,I,N,09.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,480,3.44,"1,651.20"
569,5729,I,N,09.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),"1,058.20",7.8,"8,253.96"
570,5729,I,N,09.11.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,100,3.8,380
571,5729,I,N,09.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),888.2,7.8,"6,927.96"
572,5729,I,N,09.11.2022,PTAI03,PORK TAIL (SB-DENMARK),40.77,1.5,61.16
573,5674,I,N,05.10.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,"1,575.00",3.13,"4,929.75"
574,5674,I,N,05.10.2022,PTRI02,PORK TRIMMING FRESH,40,3,120
575,5674,I,N,05.10.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,60,3.4,204
576,5674,I,N,05.10.2022,CWHL09,CHICKEN- WHOLE LEG (AURORA) 15kg/ctn,70,36,"2,520.00"
577,5674,I,N,05.10.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,560,3.38,"1,892.80"
578,5674,I,N,05.10.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,680,2.37,"1,611.60"
579,5674,I,N,05.10.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,80,4,320
580,5674,I,N,05.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),393.5,8.45,"3,325.08"
581,5674,I,N,05.10.2022,BLO001,BEEF- LEG OF BEEF,148.39,6.4,949.7
582,5674,I,N,05.10.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),105.62,5.35,565.07
583,5674,I,N,05.10.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn,396,4.94,"1,956.24"
584,5674,I,N,05.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,4.19,"3,167.64"
585,5673,I,N,04.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),772.23,8.45,"6,525.34"
586,5673,I,N,04.10.2022,BLO001,BEEF- LEG OF BEEF,345.85,6.4,"2,213.44"
587,5673,I,N,04.10.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,125,3.72,465
588,5673,I,N,04.10.2022,PLEG01,PORK LEG (FRIMESA 90CL-SA) 25kg/ctn,50,3.13,156.5
589,5673,I,N,04.10.2022,PFAT04,PORK BACK FAT TONNIES,"1,759.00",2.28,"4,010.52"
590,5673,I,N,04.10.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,80,4,320
591,5673,I,N,04.10.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,300,3.38,"1,014.00"
592,5673,I,N,04.10.2022,PBEL05-20,PORK BELLY (COOPAVEL-BRAZIL),555.13,4.3,"2,387.06"
593,5673,I,N,04.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),69.5,8.45,587.28
594,5673,I,N,04.10.2022,BLO001,BEEF- LEG OF BEEF,29.23,6.4,187.07
595,5734,I,N,10.11.2022,PTRI02,PORK TRIMMING FRESH,900,3,"2,700.00"
596,5767,I,N,10.11.2022,PM-01,PORK- MINCED PORK 6X2KG/CTNS,800,3.3,"2,640.00"
597,5767,I,N,10.11.2022,PM-02,PORK- MINCED PORK A 6X2KG/CTNS,500,3.3,"1,650.00"
598,5767,I,N,10.11.2022,PFAT04,PORK BACK FAT TONNIES,255,2.8,714
599,5767,I,N,10.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,250,3.5,875
600,5767,I,N,10.11.2022,BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,85,5.6,476
601,5767,I,N,10.11.2022,BPA003,BEEF BURGER PATTIES (SADIA) 320GM X 20PKT,20,2.99,59.8
602,5767,I,N,10.11.2022,OCP006,OTHER- CHICKEN BURGER PATTIES (SADIA) 320GM X 20PKT,16,2.99,47.84
603,5767,I,N,10.11.2022,OPO015-02,OTHER- BREADED CRISPY CHICKEN STRIPES 10 X 1KG/CTNS,25,7.95,198.75
604,5767,I,N,10.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,220,3.72,818.4
605,5767,I,N,10.11.2022,BMS003,BEEF MEAT SLICED 2-3MM 2kgX5pkt,214,8,"1,712.00"
606,5767,I,N,10.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,190,4.2,798
607,5767,I,N,10.11.2022,PCHI03,PORK LARGE COOKED INTESTINE ICP-SPAIN 10KG/CTNS,160,2.54,406.4
608,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,144,3.9,561.6
609,5767,I,N,10.11.2022,CSLI06,CHICKEN SLICED 1CM 2kgX6pkt,140,4.2,588
610,5767,I,N,10.11.2022,PRIB01,PORK MEATY RIBLETS (BELGIUM) IWP PACKING,140,2.1,294
611,5767,I,N,10.11.2022,CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,4,3.6,14.4
612,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,125,3.9,487.5
613,5767,I,N,10.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,120,3.5,420
614,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),120,5.38,645.6
615,5767,I,N,10.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,110,4.7,517
616,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,105,3.9,409.5
617,5767,I,N,10.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,105,3.5,367.5
618,5767,I,N,10.11.2022,PRIB08,PORK MEATY RIBLETS CUT 2-2 1/2' 5kgX2pkt,105,4.5,472.5
619,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,92,3.9,358.8
620,5767,I,N,10.11.2022,PSTO05,PORK STOMACH COOKED (EXCELENCIA-BRAZIL) 18KG/CTNS,100,1.74,174
621,5767,I,N,10.11.2022,FUN002,UNAGI KABAYAKI 200GMX50PCS 10KG/CTNS (IWP-PACKING),20,27.5,550
622,5767,I,N,10.11.2022,PTRI04,PORK BELLY STRIPES 3X5KG/CTNS,80,2.9,232
623,5767,I,N,10.11.2022,CWIN02-05,CHICKEN WING 90gm UP (AVIVAR) 15kg/ctn,4,46.25,185
624,5767,I,N,10.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,55,6.03,331.65
625,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),50,5.38,269
626,5767,I,N,10.11.2022,PRIB01,PORK MEATY RIBLETS (BELGIUM) IWP PACKING,45,2.1,94.5
627,5767,I,N,10.11.2022,PLOI04,PORK LOIN (FRIMESA-SA) 25kg/ctn,44.4,3.72,165.17
628,5767,I,N,10.11.2022,PSHO03,PORK SHOULDER (SULINA) 18kg/ctn,42,3.32,139.44
629,5767,I,N,10.11.2022,PS-02,PORK LEG SLICED 2KGX6PKT/CTNS,34,3.8,129.2
630,5767,I,N,10.11.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,30,2.3,69
631,5767,I,N,10.11.2022,BRE005,BEEF RIBEYE / CUBEROLL (MONDELI),30,10.4,312
632,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,28,3.9,109.2
633,5767,I,N,10.11.2022,SVA002-06,SEAFOOD- BLACK TIGER HOSO 13/15 10X1pkt,28,13.5,378
634,5767,I,N,10.11.2022,BSH004,BEEF SHIN/SHANK (QUALITY BEEF-BRAZIL),28,5.8,162.4
635,5767,I,N,10.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,24,35.25,846
636,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),24,5.38,129.12
637,5767,I,N,10.11.2022,SOYS03-02,SEAFOOD- OYSTER WHOLE WITH SHELL JAPAN M 144PCS/CTNS,24,1.5,36
638,5767,I,N,10.11.2022,FSR001,FISH- STING RAY 2000-3000gm 15KG/CTNS,12,9,108
639,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),20,5.38,107.6
640,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),20,5.38,107.6
641,5767,I,N,10.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,20,6.03,120.6
642,5767,I,N,10.11.2022,CSOF02,CHICKEN- KNEE CARTILAGE (SEARA) 6X2KG/CTNS,5.4,6.8,36.72
643,5767,I,N,10.11.2022,MFL003,MUTTON- LAMB FLAP BONE (WOODWARD),18,7.95,143.1
644,5767,I,N,10.11.2022,CSPR03,CHICKEN- SPRING CHICKEN 10X800gm (FIRST PRIDE) 8kg/ctn,6,48,288
645,5767,I,N,10.11.2022,CSPR04,CHICKEN- SPRING CHICKEN 900gm (PD) 10.80kg/ctn,24,46.57,"1,117.68"
646,5767,I,N,10.11.2022,SCA007-01,SEAFOOD- BOILED SEA SCALLOP MEAT 100/120 500GM X 20PKT,28.5,8,228
647,5767,I,N,10.11.2022,SLB013,SEAFOOD- LOBSTER BOSTON 200-300 10KG/CTNS,4.2,23,96.6
648,5767,I,N,10.11.2022,PSOF010,PORK SOFTBONE (TONNIES-),40,2,80
649,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),15,5.38,80.7
650,5767,I,N,10.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),12,7.6,91.2
651,5767,I,N,10.11.2022,PBEL05-22,PORK BELLY (BOSELER-GERMANY),12,5.38,64.56
652,5767,I,N,10.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,12,3.9,46.8
653,5767,I,N,10.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),10.2,9.5,96.9
654,5767,I,N,10.11.2022,FKU003,FISH- KUNING 31-35pcs  2kgX5pkt,10,2.8,28
655,5767,I,N,10.11.2022,FLE003,FISH- LEATHER JACKET 300-400gm 10kg/ctn,10,7.5,75
656,5767,I,N,10.11.2022,SOYS09,SEAFOOD- OYSTER SS 7-9g 10x1kg/ctns,2,6.5,13
657,5767,I,N,10.11.2022,PCOL10-04,PORK COLLAR IBERICO SLICE 2MM 250GM 20PK/CTN,46,5,230
658,5767,I,N,10.11.2022,CWHO01,CHICKEN- WHOLE CHICKEN 1100gm (PERDIAO) 11kg/ctn,2.2,3.87,8.51
659,5767,I,N,10.11.2022,DUCK07,DUCK FEET,2,3.2,6.4
660,5767,I,N,10.11.2022,MSL004,MUTTON SLICED 4MM (SHABU SHABU) 1kg/pkt,2,11.5,23
661,5767,I,N,10.11.2022,OPO003-04,OTHER- CHICKEN ROASTED SPICY BONELESS LEG 10X1KG/CTNS,5,7.7,38.5
662,5767,I,N,10.11.2022,SAUCE-03,SAUCE LIGHT SOYA 5L/TIN KCT GRADE 1,2,3,6
663,5767,I,N,10.11.2022,SMU002-01,SEAFOOD- WHOLE MUSSEL 454gm X 10pkt/ctns,2,2.5,5
664,5767,I,N,10.11.2022,PLOB08,PORK LOIN BONE IN (FRIMESA) 25kg/ctn,1,3,3
665,5745,I,N,22.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,70,35.25,"2,467.50"
666,5745,I,N,22.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,702,3.5,"2,457.00"
667,5745,I,N,22.11.2022,PTRI03,PORK TRIMMING FROZEN,"1,200.00",2,"2,400.00"
668,5745,I,N,22.11.2022,PTRI02,PORK TRIMMING FRESH,226.3,3,678.9
669,5745,I,N,22.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,230,3.44,791.2
670,5745,I,N,22.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,"1,080.00",2.4,"2,592.00"
671,5745,I,N,22.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,120,4,480
672,5745,I,N,22.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),377.08,7.7,"2,903.52"
673,5745,I,N,22.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,240,4,960
674,5745,I,N,22.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,756,2.8,"2,116.80"
675,5712,I,N,30.10.2022,PBRB04-02,PORK BRISKET BONE (SMITHFIELD-USA) 13.6kg/ctn,40,46.76,"1,870.40"
676,5712,I,N,30.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,270,3.5,945
677,5712,I,N,30.10.2022,PTRI03,PORK TRIMMING FROZEN,340,2,680
678,5712,I,N,30.10.2022,PCOL09,PORK COLLAR (AURORA) 10KG/CTNS,100,3.9,390
679,5712,I,N,30.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,36,3,108
680,5712,I,N,30.10.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,34,3,102
681,5712,I,N,30.10.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),176,7.8,"1,372.80"
682,5712,I,N,30.10.2022,PFAT04,PORK BACK FAT TONNIES,"1,500.41",2.28,"3,420.93"
683,5712,I,N,30.10.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,54,3.5,189
684,5712,I,N,30.10.2022,PFER02,PORK HUMEROUSBONES 10KG/CTNS,"1,400.00",1.05,"1,470.00"
685,5747,I,N,26.11.2022,DUCK15-03,DUCK- DUCK LIVER PRE SLICED 50GM/PCS,3.07,95.06,291.83
686,5751,I,N,26.11.2022,PLEG03,PORK LEG (ALEGRA-SA),"1,468.88",3.34,"4,906.06"
687,5751,I,N,26.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,200,3.9,780
688,5751,I,N,26.11.2022,PCOL03,PORK COLLAR (PIF PAF) 20KG/CTNS,0.1,3.8,0.38
689,5751,I,N,26.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,10,35.25,352.5
690,5751,I,N,26.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,430,3.44,"1,479.20"
691,5751,I,N,26.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,640,2.4,"1,536.00"
692,5751,I,N,26.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,84,3.9,327.6
693,5751,I,N,26.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),151.07,9.5,"1,435.17"
694,5751,I,N,26.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),389.18,7.6,"2,957.77"
695,5751,I,N,26.11.2022,PSPA09-02,PORK- SPARERIB (SULINA) 18kg/ctn *SIF PLANT 1*,684,4.7,"3,214.80"
696,5751,I,N,26.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,888,2.8,"2,486.40"
697,5735,I,N,14.11.2022,CBLL01-02,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,120,4.09,490.8
698,5735,I,N,14.11.2022,CWHL03,CHICKEN- WHOLE LEG (SEARA/LAR) 15kg/ctn,10,37.5,375
699,5735,I,N,14.11.2022,PLIV03,PORK LIVER (HK SCAN) 10kg/ctn,"1,600.00",2.3,"3,680.00"
700,5735,I,N,14.11.2022,PLEG05-03,PORK LEG (SULINA) 18kg/ctns,72,3.5,252
701,5735,I,N,14.11.2022,PSHO07,PORK SHOULDER (FRIMESA) 25KG/CTNS,160,2.9,464
702,5735,I,N,14.11.2022,PHOC05-01,PORK HOCK (SULINA) 20kg/ctn,800,2.4,"1,920.00"
703,5735,I,N,14.11.2022,PCOL02,PORK COLLAR (SULINA-3975) 12kg/ctn,72,4,288
704,5735,I,N,14.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,480,3.44,"1,651.20"
705,5735,I,N,14.11.2022,BSP003,BEEF SHORT PLATE BONELESS (USA-IBP),88.71,10.5,931.46
706,5735,I,N,14.11.2022,BKN001-02,BEEF KNUCKLE (QUALITY BEEF/GJ/MINERVA-BRAZIL),617.91,7.8,"4,819.70"
707,5735,I,N,14.11.2022,PRIB01-09,PORK MEALTY RIBLETS (FAMADESA-SPAIN) 10KG/CTNS,520,3.44,"1,788.80"
708,5735,I,N,14.11.2022,PBEL06-02,PORK BELLY SINGLE SKINLESS (BOSELER-GERMANY) 20X50,58,6.03,349.74
709,5740,I,N,14.11.2022,PTRI02,PORK TRIMMING FRESH,160,3,480
