pdt_code,pdt_name,current_inv,purchases_data_date_range,purchases_min_price,purchases_max_price,sales_data_date_range,latest_sales_date,latest_sales_price,sales_min_price,sales_max_price
BSP005,BEEF SHORT PLATE BONELESS (SWIFT),0.0,2023-04-01 - 2023-10-03,9.2,9.5,2023-04-01 - 2023-10-03,2023-07-12,11.0,9.5,11.5
BSP006,BEEF SHORT PLATE BONELESS (ROYAL IRIS-IELAND),0.0,2023-04-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-06-16,9.2,9.2,9.2
BSP007,BEEF SHORTPLATE USA NATIONAL BEEF,0.0,2023-04-01 - 2023-10-03,7.5,9.2,2023-04-01 - 2023-10-03,2023-07-22,10.5,8.5,11.0
BSP008,BEEF SHORTPLATE USA GREATER OMAHA (GOP),0.0,2023-04-01 - 2023-10-03,8.5,9.5,2023-04-01 - 2023-10-03,2023-08-08,10.5,9.2,13.5
BSR001,BEEF SHORTRIB BONE IN 500GM/PKT,1.0,,,,2023-04-01 - 2023-10-03,2023-10-02,13.0,12.2,24.63
BSR001-02,BEEF SHORTRIB BONE IN 0.7CM (7mm) 1KG/PKT,0.0,2023-04-01 - 2023-10-03,7.1,7.1,2023-04-01 - 2023-10-03,2023-06-10,10.5,10.5,10.5
BSR002,BEEF SHORTRIB BONELESS SELECT-SWIFT,0.0,2023-04-01 - 2023-10-03,36.0,36.7,2023-04-01 - 2023-10-03,2023-08-14,37.0,36.5,37.3
BSR002-01,BEEF SHORTRIB BONELESS CHOICE OR HIGHER SWIFT,82.61,2023-04-01 - 2023-10-03,37.0,37.5,2023-04-01 - 2023-10-03,2023-09-30,48.0,37.5,60.0
BSR003,BEEF SHORTRIB BONELESS AHL-HALAL,0.0,2023-04-01 - 2023-10-03,38.0,38.0,2023-04-01 - 2023-10-03,2023-08-02,38.3,38.3,38.3
BSR003-01,BEEF SHORTRIB BONELESS 3-4MM 300GM/PKT,0.0,,,,2021-10-01 - 2023-10-03,2022-05-24,23.27,13.0,23.27
BSR003-02,BEEF SHORTRIB BONELESS AHL-USA,0.0,2023-04-01 - 2023-10-03,38.0,38.0,2023-04-01 - 2023-10-03,2023-09-08,38.5,38.5,38.5
BSR004,BEEF SHORTRIB BONE IN IBP-USA,26.65,2023-04-01 - 2023-10-03,20.8,20.8,2023-04-01 - 2023-10-03,2023-06-22,21.8,21.8,21.8
BSR004-02,BEEF SHORTRIB BONE IN (WATERGRASSHILL-IRELAND),0.0,2021-10-01 - 2023-10-03,12.0,19.0,2021-10-01 - 2023-10-03,2022-01-11,12.2,12.2,23.0
BSR004-03,BEEF SHORTRIB BONE IN (BEAUVALLET-BRAZIL),93.37,2023-04-01 - 2023-10-03,7.0,7.8,2023-04-01 - 2023-10-03,2023-08-16,8.2,8.2,11.5
BSR004-04,BEEF SHORTRIB BONE IN (QUALITY BEEF-BRAZIL),0.0,2023-04-01 - 2023-10-03,7.5,7.5,2023-04-01 - 2023-10-03,2023-07-16,8.8,8.8,8.8
BSR005,BEEF SHORTRIB BONE IN  - 6RIB AUST,0.0,2021-10-01 - 2023-10-03,10.5,12.8,2021-10-01 - 2023-10-03,2022-07-08,15.0,10.6,30.0
BSR007,BEEF SHORTRIB BONE IN (USA SWIFT - CHIOCE),0.0,2023-04-01 - 2023-10-03,20.6,21.0,2023-04-01 - 2023-10-03,2023-09-11,21.5,21.3,21.5
BSU001-01,BEEF SUKIYAKI (TFP) 400gmX20pkt,0.0,2021-10-01 - 2023-10-03,5.0,5.6,2023-04-01 - 2023-10-03,2023-05-05,9.6,9.6,9.6
BSU001-02,BEEF SUKIYAKI (BUTHER'S RIDGE) 400GMX20PKT,145.0,2023-04-01 - 2023-10-03,7.0,7.2,2023-04-01 - 2023-10-03,2023-09-30,9.6,8.5,9.8
BSU003,BEEF SHABU SHABU (TFP) 400gmX20pkt,0.0,2021-10-01 - 2023-10-03,5.0,6.4,2021-10-01 - 2023-10-03,2022-11-20,7.5,5.3,8.5
BSU003-02,BEEF SHABU SHABU (BUTHER'S RIDGE) 400GMX20PKT,104.0,2023-04-01 - 2023-10-03,7.0,7.2,2023-04-01 - 2023-10-03,2023-10-03,8.5,8.5,9.8
BSU004,BEEF STRIPLOIN SHABU SHABU 2MM (UF) 250gmX20pkt,0.0,,,,2021-10-01 - 2023-10-03,2021-10-06,3.75,3.75,3.75
BTA001,BEEF TAIL 500gmX20pkt,0.0,2021-10-01 - 2023-10-03,4.5,4.5,2021-10-01 - 2023-10-03,2022-12-24,6.8,4.7,7.5
BTA003,BEEF TAIL CUT,0.0,2021-10-01 - 2023-10-03,7.0,7.0,2023-04-01 - 2023-10-03,2023-10-03,10.0,10.0,10.0
BTA004,BEEF TAIL BONE IN (FRIGON-HALAL),27.68,2023-04-01 - 2023-10-03,6.8,6.8,2023-04-01 - 2023-10-03,2023-09-23,11.0,9.0,11.0
BTL001-02,CHILLED NZ SM/F TENDERLOIN 1.8-2.5KG,0.0,2023-04-01 - 2023-10-03,57.0,57.0,2023-04-01 - 2023-10-03,2023-08-22,57.4,57.4,57.4
BTL002,BEEF TENDERLOIN (QUALITY BEEF-BRAZIL),80.86,2023-04-01 - 2023-10-03,13.8,17.5,2023-04-01 - 2023-10-03,2023-09-30,20.0,18.5,21.0
BTL004,BEEF TENDERLOIN (PLENA-BRAZIL),0.0,2023-04-01 - 2023-10-03,15.0,15.65,2023-04-01 - 2023-10-03,2023-09-22,15.8,15.8,15.8
BTO001,BEEF TONGUE,13.39,2023-04-01 - 2023-10-03,9.0,9.0,2023-04-01 - 2023-10-03,2023-09-27,17.75,10.0,25.5
BTO002,BEEF TONGUE SWISS CUT IWP HARVEY,20.04,2023-04-01 - 2023-10-03,9.0,19.0,2023-04-01 - 2023-10-03,2023-10-03,12.5,10.0,25.0
BTR001,BEEF TRIPE (NZ-SILVERFERN) 22kg/ctn,221.39,2023-04-01 - 2023-10-03,2.9,3.3,2023-04-01 - 2023-10-03,2023-10-03,4.38,3.5,5.8
BTR001-01,BEEF TRIPE (MINERVA BRAZIL),0.0,2023-04-01 - 2023-10-03,2.68,2.68,2023-04-01 - 2023-10-03,2023-08-08,4.5,3.2,4.8
BTR002,BEEF TRIPE (AUST-SIWFT) 22.50KG/ctn,0.0,2023-04-01 - 2023-10-03,2.9,3.3,2023-04-01 - 2023-10-03,2023-09-04,4.54,3.2,7.4
BTR003,BEEF TRIPE HONEYCOMB HARVEY 27.20KG/CTNS,0.0,2021-10-01 - 2023-10-03,7.3,8.5,2021-10-01 - 2023-10-03,2022-07-17,11.0,10.5,11.5
BTR003-02,BEEF TRIPE HONEYCOMB (MINERVA),0.0,2023-04-01 - 2023-10-03,6.6,7.2,2023-04-01 - 2023-10-03,2023-09-29,10.0,7.2,11.0
BTR003-03,BEEF TRIPE HONEYCOMB BEAUVALLET-BRAZIL,0.0,2023-04-01 - 2023-10-03,8.3,8.3,2023-04-01 - 2023-10-03,2023-04-13,8.5,8.5,8.5
BTS001,BEEF TOPSIDE (SA),0.0,2023-04-01 - 2023-10-03,7.4,7.5,2023-04-01 - 2023-10-03,2023-09-19,7.7,7.7,8.5
BUNDLE-01,SET A $88 - ABALONE 8's 2cans     +     BAK KUA 500GM X 2pkt,0.0,,,,2021-10-01 - 2023-10-03,2023-02-11,85.18,73.06,88.88
BUNDLE-02,SET B $48 - ABALONE 8's 1cans     +     BAK KUA 500GM X 1pkt,0.0,,,,2021-10-01 - 2023-10-03,2023-01-19,41.56,35.47,44.44
BUNDLE-03,SET B $48 - ABALONE 10's 1cans     +     BAK KUA 500GM X 1pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-12-16,44.85,44.85,44.85
CBLL01,CHICKEN BONELESS LEG 200gmUP (TYSON) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,2.6,3.85,2021-10-01 - 2023-10-03,2023-03-28,3.6,2.8,7.36
CBLL01-01,CHICKEN BONELESS LEG 200gmUP (SEARA ) 2kgx6pkt,8113.0,2023-04-01 - 2023-10-03,2.75,3.7,2023-04-01 - 2023-10-03,2023-10-03,4.31,3.1,7.02
CBLL01-02,CHICKEN BONELESS LEG 200gmUP (LAR/DEL CAMPO-BRAZIL) 2kgX6pkt,188.0,2023-04-01 - 2023-10-03,2.5,3.2,2023-04-01 - 2023-10-03,2023-09-01,3.5,2.7,6.96
CBLL01-03,CHICKEN BONELESS LEG 200gmUP (AVIVAR/SADIA/ALLIZ-BRAZIL) 2kgX6pkt,0.0,2023-04-01 - 2023-10-03,2.58,3.7,2023-04-01 - 2023-10-03,2023-05-16,4.5,3.2,5.5
CBLL01-04,CHICKEN BONELESS LEG 200gmUP (SADIA) 2kgX6pkt,0.0,2023-04-01 - 2023-10-03,2.54,3.4,2023-04-01 - 2023-10-03,2023-08-22,3.1,3.05,5.5
CBLL01-05,CHICKEN BONELESS LEG 200gmUP (AVIVAR-BRAZIL) 2kgX6pkt,1472.0,2023-04-01 - 2023-10-03,2.6,3.02,2023-04-01 - 2023-10-03,2023-09-18,4.05,2.85,14.12
CBLL01-07,CHICKEN BONELESS LEG 200gmUP (BELLO-BRAZIL) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,2.75,3.2,2021-10-01 - 2023-10-03,2021-12-07,3.6,2.9,3.8
CBLL01-08,CHICKEN BONELESS LEG 200gmUP (PIFPAF) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,2.52,2.52,2021-10-01 - 2023-10-03,2021-10-04,2.68,2.68,2.68
CBLL01-09,CHICKEN BONELESS LEG UNSIZES (PERDIGAO) 16kgX1pkt,907.0,2023-04-01 - 2023-10-03,3.45,4.0,2023-04-01 - 2023-10-03,2023-10-03,5.0,3.55,6.2
CBLL02,CHICKEN BONELESS LEG 200-220gm (SEARA) 2kgX6pkt,0.0,,,,2021-10-01 - 2023-10-03,2022-01-29,4.5,4.5,4.5
CBLL02-02,CHICKEN BONELESS LEG 220-240gm (AURORA) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,3.0,4.65,2021-10-01 - 2023-10-03,2022-01-07,3.7,3.05,3.7
CBLL02-03,CHICKEN BONELESS LEG 220-2400gm (PERDIGAO) 2kgX6pkt,0.0,2023-04-01 - 2023-10-03,4.2,4.2,2023-04-01 - 2023-10-03,2023-07-10,4.2,4.2,4.2
CBLL02-03-01,CHICKEN BONELESS LEG 200-240gm (PERDIGAO) 16X1pkt,0.0,2021-10-01 - 2023-10-03,3.5,4.8,2021-10-01 - 2023-10-03,2022-07-25,4.3,3.6,4.3
CBLL02-05,CHICKEN BONELESS LEG 260-280gm (AURORA) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,4.9,4.9,2021-10-01 - 2023-10-03,2022-06-07,5.05,5.05,5.05
CBLL02-06,CHICKEN BONELESS LEG 280-300gm (AURORA) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,3.4,3.4,2021-10-01 - 2023-10-03,2021-11-27,3.5,3.0,3.8
CBLL02-07,CHICKEN BONELESS LEG 280-300gm (NAT) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,3.2,3.25,2021-10-01 - 2023-10-03,2022-06-27,5.2,3.7,5.2
CBLL04-01,CHICKEN BONELESS LEG (LAR-SA) 15KG/CTNS,0.0,2021-10-01 - 2023-10-03,1.7,1.7,2021-10-01 - 2023-10-03,2023-01-16,2.4,2.4,2.4
CBLL04-02,CHICKEN- SKINLESS CHICKEN BONELESS LEG (CASEFARM-USA) 18.18kg/ctn,0.0,2021-10-01 - 2023-10-03,3.1,3.1,2021-10-01 - 2023-10-03,2022-03-05,3.2,3.2,3.2
CBLL07,CHICKEN BONELESS LEG UNSIZED (PD) 1kgX16pkt,0.0,2021-10-01 - 2023-10-03,3.1,5.2,2021-10-01 - 2023-10-03,2022-07-28,6.2,3.8,6.5
CBLL09,CHICKEN BONELESS LEG CUT 1' 12KG/CTNS,0.0,,,,2021-10-01 - 2023-10-03,2022-04-09,4.5,3.5,4.5
CBLL09-03,CHICKEN CUBE 1CMX1CM 2kgX6pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-05-04,5.9,5.9,5.9
CBLS01,CHICKEN BONELESS SKINLESS LEG (SADIA) 6x2kg,0.0,2023-04-01 - 2023-10-03,3.95,3.95,2023-04-01 - 2023-10-03,2023-04-20,4.2,4.2,4.2
CBLS05,CHICKEN BONELESS SKINLESS LEG (MULTI-BRAZIL) 2kgX6pkt,492.0,2023-04-01 - 2023-10-03,2.8,4.4,2023-04-01 - 2023-10-03,2023-10-02,4.6,3.6,7.0
CBON01,CHICKEN BONE,471.0,2023-04-01 - 2023-10-03,2.3,2.53,2023-04-01 - 2023-10-03,2023-10-03,3.92,2.7,4.5
CBSL02,CHICKEN BREAST (TYSON-THAILAND) 3X4kg/ctns,0.0,2021-10-01 - 2023-10-03,2.0,2.0,2021-10-01 - 2023-10-03,2022-12-31,2.2,2.2,6.5
CBSL04,CHICKEN BREAST SKINLESS (SEARA/AVIVAR) 2kgX6pkt,84.0,2023-04-01 - 2023-10-03,4.2,4.4,2023-04-01 - 2023-10-03,2023-10-03,6.0,4.3,9.0
CBSL05,CHICKEN BREAST SKINLESS (AURORA)  2kgX6pkt,0.0,2023-04-01 - 2023-10-03,4.2,4.2,2023-04-01 - 2023-10-03,2023-09-11,4.3,4.3,4.3
CBSL06,CHICKEN BREAST SKINLESS ALLIZ 6X2pkt/CTNS,12.0,2023-04-01 - 2023-10-03,3.9,3.9,2023-04-01 - 2023-10-03,2023-09-02,5.05,4.1,9.0
CBSL07,CHICKEN BREAST (PERDIGAO) 1kgX16pkt,918.0,2023-04-01 - 2023-10-03,3.5,3.95,2023-04-01 - 2023-10-03,2023-10-03,6.54,4.3,9.0
CBSL08,CHICKEN BREAST SKINLESS (SADIA) 2.5kgX4pkt,0.0,2023-04-01 - 2023-10-03,3.5,4.0,2023-04-01 - 2023-10-03,2023-09-25,4.3,3.7,9.0
CBSL09,CHICKEN BREAST SKINLESS (CASEFARM) 3PKT X 4KG/CTNS,0.0,,,,2021-10-01 - 2023-10-03,2021-10-14,5.5,2.8,5.5
CBSL11,CHICKEN BREAST SKINLESS (LAR) 6X2KG/CTNS,0.0,2023-04-01 - 2023-10-03,3.5,4.2,2023-04-01 - 2023-10-03,2023-08-07,5.75,3.8,17.41
CBSL12,CHICKEN BREAST SKINLESS (LAR) 6X2KG/CTNS,0.0,2023-04-01 - 2023-10-03,3.8,3.8,2023-04-01 - 2023-10-03,2023-07-05,5.6,5.6,5.6
CBSL13,CHICKEN BREAST SKINLESS SADIA 15KG/CTNS,0.0,2021-10-01 - 2023-10-03,1.7,2.8,2021-10-01 - 2023-10-03,2022-03-23,2.9,2.9,2.9
CBSL14,CHICKEN BREAST STRIP 250GM X 12PKT (BUTCHER'S RIDGE),78.0,2023-04-01 - 2023-10-03,2.8,2.9,2023-04-01 - 2023-10-03,2023-09-28,3.75,3.75,3.85
CBUT-01,CHICKEN BUTT / CHICKEN TAIL,0.0,2021-10-01 - 2023-10-03,1.5,2.7,2021-10-01 - 2023-10-03,2022-02-21,2.5,2.5,2.5
CCUB01,CHICKEN BONELESS CUBE SKIN ON 2KG/PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-07-03,4.6,4.6,4.6
CCUB010,CHICKEN CUBE 4CM X 4CM 4X3PKT/CTNS,0.0,,,,2023-04-01 - 2023-10-03,2023-07-18,4.3,4.3,4.6
CCUB03,CHICKEN CUBE W/O SKIN 2kgX6pkt,8.0,,,,2023-04-01 - 2023-10-03,2023-10-03,5.5,5.5,6.5
CCUB04,CHICKEN CUBE 2KGX6PKT/CTNS,1771.0,,,,2023-04-01 - 2023-10-03,2023-10-03,4.63,3.25,6.5
CCUB05,CHICKEN CUBE S 5kgX2pkt,0.0,,,,2023-04-01 - 2023-10-03,2023-06-29,4.17,3.4,5.9
CCUB06,CHICKEN CUBE 2CM 12KG/CTN,701.0,,,,2023-04-01 - 2023-10-03,2023-10-03,4.4,3.25,5.9
CCUB09,CHICKEN CUBE 1 inch (UF) 500GM/PKT,12.0,,,,2023-04-01 - 2023-10-03,2023-09-23,5.79,3.71,7.22
CCUB11,CHICKEN CUBE 400GM X 12PKT (BUTCHER'S RIDGE),91.0,2023-04-01 - 2023-10-03,3.5,3.6,2023-04-01 - 2023-10-03,2023-10-02,4.65,4.0,6.02
CCUR01,CHICKEN- CURRY CHICKEN A 5kgX2pkt,4457.0,2023-04-01 - 2023-10-03,2.8,2.8,2023-04-01 - 2023-10-03,2023-10-03,3.74,2.5,4.8
CCUR02,CHICKEN- CURRY CHICKEN S 5kg/pkt,35.0,,,,2023-04-01 - 2023-10-03,2023-10-03,3.6,3.6,3.6
CCUR05,CHICKEN- CURRY CHICKEN 5kgX2pkt,20.0,,,,2023-04-01 - 2023-10-03,2023-07-29,2.55,2.55,2.55
CCUR06,CHICKEN- CURRY CHICKEN (FRESH) 10kg/ctn,30.0,2023-04-01 - 2023-10-03,2.2,2.4,2023-04-01 - 2023-10-03,2023-08-18,3.0,3.0,3.5
CCUR07,CHICKEN- CURRY CHICKEN (LEE) 10kg/ctn,1030.0,,,,2023-04-01 - 2023-10-03,2023-09-23,2.8,2.8,3.5
CCUR08,CHICKEN- CHICKEN CUT EXTRA SMALL 2X5KG/CTNS,0.0,2021-10-01 - 2023-10-03,3.0,4.2,2021-10-01 - 2023-10-03,2023-01-20,4.8,3.5,4.8
CDRU01,CHICKEN DRUMSTICK (GOLDEN PHOENIX) 2kgX6pkt,0.0,2023-04-01 - 2023-10-03,2.7,2.8,2023-04-01 - 2023-10-03,2023-05-26,3.5,3.0,4.5
CDRU02,CHICKEN DRUMSTICK TYSON 3X5KG/CTNS,0.0,2021-10-01 - 2023-10-03,2.6,2.6,2021-10-01 - 2023-10-03,2023-02-17,3.5,2.8,4.5
CDRU03,CHICKEN DRUMSTICK (ALLIZ) 900GMX12pkt/CTNS,5889.0,2023-04-01 - 2023-10-03,1.98,1.98,2023-04-01 - 2023-10-03,2023-10-03,3.09,2.4,7.22
CDRU04,CHICKEN DRUMSTICK (TYSON)15kg/ctn,0.0,2021-10-01 - 2023-10-03,30.0,34.5,2021-10-01 - 2023-10-03,2023-02-08,32.25,32.25,52.5
CDRU05,CHICKEN DRUMSTICK (SANDERSON) 15kg/ctn,2626.0,2023-04-01 - 2023-10-03,23.25,30.0,2023-04-01 - 2023-10-03,2023-10-03,37.5,33.0,37.5
CFAT01,CHICKEN FATS,6.6,2021-10-01 - 2023-10-03,2.0,4.8,2023-04-01 - 2023-10-03,2023-09-08,4.5,3.5,4.8
CFAT02,CHICKEN FATS LIQUID,57.0,2023-04-01 - 2023-10-03,4.8,4.8,2023-04-01 - 2023-10-03,2023-10-03,6.5,6.5,6.5
CFEE01,CHICKEN- FRIED CHICKEN FEET 1kgX10pkt,556.0,,,,2023-04-01 - 2023-10-03,2023-10-03,4.69,3.8,8.24
CFEE02-01,FRESH CHICKEN FEET,0.0,2021-10-01 - 2023-10-03,0.6,0.6,2021-10-01 - 2023-10-03,2022-08-30,3.8,0.8,3.8
CFEE03,CHICKEN- FRIED CHICKEN FEET,0.0,,,,2021-10-01 - 2023-10-03,2022-03-03,4.2,4.2,4.4
CFEE04,HOUSE BRAND:FRIED CHICKEN FEET (UF) 400GMX10PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-10-02,4.08,2.2,4.54
CFEE04-02,CHICKEN FEET (MANA) 7.5kgX2pkt/ctn,27000.0,2023-04-01 - 2023-10-03,1.56,1.56,2021-10-01 - 2023-10-03,2021-10-15,3.5,2.5,3.8
CFEE04-03,CHICKEN FEET (AVIVAR-BRAZIL) 7.5kgX2pkt/ctn 35gmUP,34343.5,2023-04-01 - 2023-10-03,1.54,1.69,2023-04-01 - 2023-10-03,2023-10-03,2.98,1.8,4.0
CFEE05,CHICKEN FEET (SADIA-BRAZIL) 6kgX2pkt/ctn 35gmUP,24960.0,2023-04-01 - 2023-10-03,1.49,1.49,2021-10-01 - 2023-10-03,2021-11-07,3.5,3.5,3.5
CFEE08,CHICKEN FEET (AURORA) 6kgx2/ctn,0.0,2021-10-01 - 2023-10-03,1.43,1.43,2023-04-01 - 2023-10-03,2023-07-04,2.7,2.7,3.5
CFEE09,GLASS CHICKEN FEET,0.0,2023-04-01 - 2023-10-03,19.0,19.0,2023-04-01 - 2023-10-03,2023-09-13,22.0,22.0,22.0
CFEE10,CHICKEN BONE UPPER STICK,0.0,,,,2023-04-01 - 2023-10-03,2023-07-11,0.8,0.8,1.5
CFIL02,CHICKEN FILLET (PERDIGAO) 16X1KG/CTNS,46.0,2023-04-01 - 2023-10-03,4.5,4.5,2023-04-01 - 2023-10-03,2023-08-02,6.6,5.0,7.8
CFIL03,CHICKEN FILLET (FIRST PRIDE) 12X1kg,0.0,2021-10-01 - 2023-10-03,3.4,6.4,2023-04-01 - 2023-10-03,2023-04-06,7.5,7.5,7.8
CFIL04,CHICKEN FILLET (SEARA) 6X2kg,154.0,2023-04-01 - 2023-10-03,3.3,3.9,2023-04-01 - 2023-10-03,2023-10-02,6.5,3.6,6.5
CFLI001,CHICKEN- FRESH CHICKEN LIVER 2kg/pkt,0.0,2023-04-01 - 2023-10-03,2.0,2.0,2023-04-01 - 2023-10-03,2023-08-11,3.2,3.0,3.2
CFLI001-01,CHICKEN- CHICKEN LIVER (ALLIZ) 9X1KG,0.0,2023-04-01 - 2023-10-03,1.8,2.5,2023-04-01 - 2023-10-03,2023-08-26,3.3,2.8,3.5
CFLO01,CHICKEN FLOSS 6mm 2kgX5pkt,34.0,,,,2021-10-01 - 2023-10-03,2021-10-18,3.6,3.6,3.6
CGIZ01,CHICKEN GIZZARD 12X1KG/CTNS PERDIGAO,13431.0,2023-04-01 - 2023-10-03,2.0,2.6,2023-04-01 - 2023-10-03,2023-10-03,3.31,2.4,4.0
CGIZ03,CHICKEN GIZZARD ALLIZ/PERDIGAO 16X1KG/CTNS,0.0,2023-04-01 - 2023-10-03,2.3,3.0,2023-04-01 - 2023-10-03,2023-08-02,3.4,2.5,4.0
CGIZ07,CHICKEN GIZZARD 10x1kg/ctn (ROSE),22.0,2023-04-01 - 2023-10-03,2.3,2.3,2023-04-01 - 2023-10-03,2023-09-23,2.85,2.5,4.0
CGIZ09,CHICKEN GIZZARD FRESH 2kg/pkt,0.0,2021-10-01 - 2023-10-03,1.5,1.5,2021-10-01 - 2023-10-03,2022-01-25,3.5,2.0,3.8
CHEAD01,CHICKEN HEAD,0.0,2021-10-01 - 2023-10-03,2.1,2.4,2021-10-01 - 2023-10-03,2022-05-15,3.0,3.0,3.5
CHIF001,CHICKEN- FRESH SPRING CHICKEN 700GM/PCS L,0.0,2021-10-01 - 2023-10-03,4.5,8.34,2021-10-01 - 2023-10-03,2022-06-01,5.8,4.7,5.8
CHIF002,CHICKEN- FRESH CHICKEN (KG) / PULLET (M),8.8,2023-04-01 - 2023-10-03,5.9,7.0,2023-04-01 - 2023-10-03,2023-10-01,6.8,6.2,7.8
CKAD01,CHICKEN KATSUDON 14pcs 1kgX10pkt,278.0,2023-04-01 - 2023-10-03,7.0,8.2,2023-04-01 - 2023-10-03,2023-10-03,8.3,7.5,15.74
CKAD02,CHICKEN KATSUDON - JAPANESE 14pcs 1kgX6pkt,38.0,2023-04-01 - 2023-10-03,7.5,7.65,2023-04-01 - 2023-10-03,2023-10-03,8.88,7.7,13.85
CKAD05,CHICKEN KATSUDON 14pcs FREEZE PAK 1kgX7pkt,0.0,2021-10-01 - 2023-10-03,7.0,7.0,2021-10-01 - 2023-10-03,2021-10-11,7.5,7.2,8.5
CKAD07,FULLY COOKED FRIED CHICKEN CRISPY KATSUDON,10.0,2023-04-01 - 2023-10-03,8.2,8.2,2023-04-01 - 2023-10-03,2023-06-21,9.2,8.3,9.5
CLIV01,CHICKEN HEART,0.0,2023-04-01 - 2023-10-03,8.0,8.0,2023-04-01 - 2023-10-03,2023-09-05,8.5,8.5,9.5
CLQC01,CHICKEN 1/4 LEG CUT 50-60gm 15kg/ctn,0.0,2023-04-01 - 2023-10-03,2.7,2.7,2023-04-01 - 2023-10-03,2023-07-07,3.0,3.0,3.0
CLQC03,CHICKEN- CURRY CHICKEN (30gm) 5KG X 3PKT,2580.0,2021-10-01 - 2023-10-03,2.4,2.4,2023-04-01 - 2023-10-03,2023-10-03,2.58,2.2,3.4
CMIJ01,CHICKEN- MID JOINT 30gmUP (AVIVAR) 2kgX6pkt,878.0,2023-04-01 - 2023-10-03,3.56,4.6,2023-04-01 - 2023-10-03,2023-09-25,4.9,4.2,6.9
CMIJ02,CHICKEN- MID JOINT 30gmUP (QUALIKO-UKRAINE) 2kgX6pkt,0.0,2021-10-01 - 2023-10-03,3.4,4.25,2021-10-01 - 2023-10-03,2022-03-26,4.7,3.8,6.0
CMIJ02-02,CHICKEN- MID JOINT 30gmUP (TYSON) 12pkt X 1kg/ctns,308.0,2023-04-01 - 2023-10-03,4.9,4.9,2023-04-01 - 2023-10-03,2023-10-03,6.2,5.0,9.4
CMIJ03,CHICKEN- MID JOINT 35-45gm (AURORA) 12X1pkt,0.0,2021-10-01 - 2023-10-03,4.4,4.65,2021-10-01 - 2023-10-03,2023-01-09,6.18,4.5,7.0
CMIJ03-01,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX16pkt,363.0,2023-04-01 - 2023-10-03,4.2,4.8,2023-04-01 - 2023-10-03,2023-09-24,5.89,4.5,9.17
CMIJ03-02,CHICKEN- MID JOINT 30gm (PERDIGAO) 1kgX12pkt,0.0,2021-10-01 - 2023-10-03,3.1,4.8,2021-10-01 - 2023-10-03,2023-01-08,6.2,4.9,9.25
CMIJ04,CHICKEN- MID JOINT 30gm (TYSON) 1kgX12pkt,0.0,2023-04-01 - 2023-10-03,4.6,4.6,2023-04-01 - 2023-10-03,2023-07-26,6.5,4.8,6.8
CMIJ05,CHICKEN- MID JOINT 30gmUP (SEARA) 12X1kg/ctn,0.0,2023-04-01 - 2023-10-03,4.3,4.7,2023-04-01 - 2023-10-03,2023-07-08,6.11,4.4,99.0
CMIJ09,CHICKEN- MID JOINT FRANGOSUL 12X1KG/CTNS,0.0,2021-10-01 - 2023-10-03,2.0,3.0,2023-04-01 - 2023-10-03,2023-05-08,3.6,3.0,3.6
CMIJ10,CHICKEN- MID JOINT 30gmUP (SADIA) 12X1kg/ctn,0.0,2023-04-01 - 2023-10-03,4.4,4.4,2023-04-01 - 2023-10-03,2023-09-13,4.7,4.6,4.7
CMIN01,CHICKEN- MINCED CHICKEN 2kgX5pkt,828.0,2021-10-01 - 2023-10-03,4.5,4.5,2023-04-01 - 2023-10-03,2023-10-03,4.81,3.25,9.58
CMIN02,CHICKEN MINCED ******,0.0,2021-10-01 - 2023-10-03,1.7,2.5,2021-10-01 - 2023-10-03,2022-10-05,4.8,3.0,4.8
CMIN03,CHICKEN- MINCED CHICKEN (SADIA) 300GM X 20PKT,55.0,2023-04-01 - 2023-10-03,1.75,1.75,2023-04-01 - 2023-10-03,2023-06-29,3.03,2.7,3.4
CMIN04,CHICKEN- MINCED CHICKEN (BUTHER'S RIDGE) 12X300gm,123.0,2023-04-01 - 2023-10-03,2.5,2.6,2023-04-01 - 2023-10-03,2023-10-02,3.56,3.35,6.23
CMIN05,CHICKEN- MINCED CHICKEN *HALAL-TNL* 2KG/PKT,0.0,2021-10-01 - 2023-10-03,4.5,6.5,2021-10-01 - 2023-10-03,2022-10-19,4.9,4.8,8.0
CMIN06,CHICKEN- MINCED CHICKEN 1KG/PKT,2.0,,,,2021-10-01 - 2023-10-03,2022-12-19,4.6,4.6,4.6
CMIN07,HOUSE BRAND:CHICKEN MINCED (UF) 500GMX20PKT,0.0,,,,2023-04-01 - 2023-10-03,2023-09-14,5.64,3.0,6.39
